ITEM_NO,CLI_CODE,LE_CODE,SO_REF,SO_DATE,DLVRY_DATE,QTY,PRICE,TOT_VAL,MARGIN_PCT
ART00908,CLI066,LE001,SO8682323,05/19/2023,06/27/2023,468,277.16,129710.88,39.74
ART00304,CLI061,LE003,SO2449266,10/17/2022,11/07/2022,44,547.17,24075.48,42.79
ART00167,CLI005,LE001,SO6622505,03/05/2024,03/15/2024,206,5264.26,1084437.56,17.42
ART00457,CLI001,LE002,SO7947321,08/31/2023,09/04/2023,441,730.79,322278.39,27.59
ART00094,CLI011,LE003,SO8626527,05/31/2024,07/08/2024,405,48.35,19581.75,43.31
ART00081,CLI033,LE001,SO1733152,12/26/2021,01/13/2022,480,10507.13,5043422.4,25.18
ART00269,CLI073,LE003,SO1269292,01/12/2024,02/06/2024,479,6768.04,3241891.16,43.01
ART00826,CLI008,LE001,SO2144837,08/02/2022,09/13/2022,355,338.71,120242.05,27.17
ART00543,CLI084,LE002,SO3050780,10/14/2021,11/16/2021,338,133.34,45068.92,21.8
ART00444,CLI042,LE003,SO5778482,05/14/2024,05/18/2024,484,1241.37,600823.08,53.99
ART00848,CLI039,LE003,SO6772229,09/29/2021,11/03/2021,309,186,57474,31.51
ART00594,CLI003,LE003,SO2691320,08/23/2022,09/22/2022,283,80.62,22815.46,36.43
ART00284,CLI018,LE003,SO1338653,12/06/2024,12/28/2024,25,320.72,8018,22.09
ART00970,CLI025,LE003,SO4100764,09/07/2023,09/15/2023,500,843.6,421800,39.18
ART00914,CLI094,LE003,SO1528263,01/13/2021,01/23/2021,221,141.34,31236.14,25.49
ART00755,CLI017,LE002,SO4508726,11/30/2022,01/07/2023,88,68.77,6051.76,35.97
ART00393,CLI054,LE002,SO3692965,10/26/2021,10/31/2021,4,139.28,557.12,25.6
ART00772,CLI081,LE001,SO5752972,11/09/2021,12/19/2021,150,715.4,107310,42.2
ART00498,CLI031,LE001,SO4111336,01/22/2021,02/16/2021,428,191.73,82060.44,56.6
ART00580,CLI035,LE003,SO2251853,07/05/2024,,162,2.85,461.7,21.75
ART00401,CLI002,LE003,SO5488348,04/09/2023,05/10/2023,108,5933.46,640813.68,28.64
ART00666,CLI076,LE001,SO5575789,12/20/2022,01/01/2023,213,1290.1,274791.3,19.84
ART00202,CLI074,LE002,SO5313669,08/28/2022,,261,582.89,152134.29,24.98
ART00534,CLI037,LE003,SO2541309,08/02/2021,08/24/2021,363,48.79,17710.77,51.36
ART00434,CLI016,LE003,SO4402228,12/02/2022,,270,54.43,14696.1,44.26
ART00778,CLI093,LE001,SO9123178,01/20/2024,01/28/2024,364,213.14,77582.96,44.51
ART00552,CLI060,LE001,SO8191825,06/17/2024,07/25/2024,462,86.08,39768.96,34.13
ART00071,CLI043,LE002,SO3163103,09/29/2021,10/13/2021,388,15.34,5951.92,49.28
ART00231,CLI026,LE002,SO4513739,06/12/2024,06/26/2024,375,1080.23,405086.25,43.82
ART00574,CLI063,LE001,SO8370236,08/01/2022,08/03/2022,424,528.8,224211.2,13.34
ART00081,CLI097,LE001,SO2358896,12/02/2024,01/07/2025,25,10248.06,256201.5,23.29
ART00818,CLI042,LE003,SO2881747,01/23/2024,,170,34.39,5846.3,41.9
ART00562,CLI021,LE003,SO3397091,06/05/2021,06/15/2021,456,1314.39,599361.84,54.45
ART00324,CLI063,LE001,SO8169421,09/24/2022,10/06/2022,63,38.97,2455.11,43.67
ART00046,CLI087,LE002,SO6073308,10/06/2024,10/27/2024,103,34.34,3537.02,22.66
ART00092,CLI053,LE003,SO2011598,02/07/2022,03/09/2022,33,456.9,15077.7,44.91
ART00163,CLI057,LE002,SO9484673,10/15/2022,10/28/2022,334,1097.73,366641.82,38.09
ART00108,CLI003,LE003,SO3400984,10/28/2024,11/10/2024,420,3924.04,1648096.8,44.09
ART00691,CLI073,LE003,SO1126232,05/17/2024,06/29/2024,122,74.65,9107.3,37.49
ART00281,CLI060,LE001,SO5991287,12/13/2024,01/27/2025,137,66.05,9048.85,42.77
ART00870,CLI091,LE002,SO7937715,10/02/2022,10/07/2022,335,316.07,105883.45,27
ART00486,CLI045,LE003,SO5031805,10/22/2023,12/02/2023,70,822.4,57568,25.38
ART00409,CLI045,LE003,SO1860532,09/18/2024,,282,1466.84,413648.88,51.56
ART00714,CLI025,LE003,SO5441511,03/12/2023,03/17/2023,30,72.07,2162.1,29.39
ART00047,CLI038,LE001,SO4969886,08/08/2024,09/02/2024,188,1934.08,363607.04,27.13
ART00968,CLI081,LE001,SO7214419,12/15/2024,01/02/2025,229,3961.79,907249.91,50.43
ART00826,CLI083,LE002,SO1514478,11/20/2024,01/01/2025,253,334.16,84542.48,26.18
ART00172,CLI061,LE003,SO8717549,11/07/2022,12/11/2022,394,2448.06,964535.64,41.14
ART00939,CLI051,LE002,SO5740575,06/13/2024,07/04/2024,175,52.9,9257.5,21.29
ART00601,CLI060,LE001,SO3479774,06/01/2023,07/08/2023,50,1248.93,62446.5,51.72
ART00419,CLI070,LE001,SO2058411,05/01/2023,06/11/2023,484,462.51,223854.84,41.47
ART00590,CLI053,LE003,SO4788129,10/21/2022,,183,52.72,9647.76,45.03
ART00508,CLI029,LE003,SO5390526,07/20/2024,07/28/2024,397,161.99,64310.03,38.16
ART00451,CLI001,LE002,SO2146681,10/07/2024,10/27/2024,412,120.97,49839.64,9.22
ART00288,CLI072,LE001,SO6611141,10/11/2024,10/17/2024,148,412.81,61095.88,16.11
ART00225,CLI024,LE003,SO4258528,12/24/2023,12/25/2023,483,4976.93,2403857.19,17.1
ART00540,CLI006,LE002,SO5357482,11/28/2022,,323,35.97,11618.31,31.16
ART00833,CLI049,LE003,SO6282900,08/22/2021,08/28/2021,137,541.31,74159.47,43.75
ART00292,CLI009,LE003,SO3185991,08/02/2023,08/30/2023,443,35.88,15894.84,27.68
ART00566,CLI023,LE002,SO3748750,07/20/2023,08/06/2023,65,265.42,17252.3,25.83
ART00771,CLI005,LE001,SO4414341,10/08/2024,10/09/2024,388,34.77,13490.76,39.09
ART00806,CLI020,LE003,SO2660237,03/10/2022,03/12/2022,353,361.94,127764.82,29.35
ART00048,CLI060,LE001,SO2035631,06/03/2022,07/10/2022,255,24.37,6214.35,38.82
ART00528,CLI044,LE001,SO2536142,10/25/2024,11/29/2024,32,30.91,989.12,41.02
ART00354,CLI049,LE003,SO2303054,09/03/2021,10/11/2021,56,270.38,15141.28,10.81
ART00092,CLI062,LE001,SO6239830,05/18/2022,06/02/2022,330,462.85,152740.5,45.62
ART00114,CLI033,LE001,SO9979898,02/01/2021,02/17/2021,361,105.55,38103.55,43.69
ART00849,CLI057,LE002,SO8784038,10/22/2022,,134,645.35,86476.9,53.92
ART00772,CLI054,LE002,SO3821156,09/16/2023,10/26/2023,395,738.64,291762.8,44.02
ART00481,CLI021,LE003,SO2018008,11/09/2022,12/06/2022,64,469.41,30042.24,53.04
ART00416,CLI010,LE002,SO2957706,12/22/2021,,442,182.4,80620.8,41.32
ART00850,CLI053,LE003,SO3109480,10/14/2021,10/28/2021,449,6,2694,21
ART00366,CLI082,LE003,SO6670901,08/31/2021,10/15/2021,386,1224.36,472602.96,51.92
ART00689,CLI071,LE002,SO9600325,03/18/2021,04/05/2021,338,806.65,272647.7,47.12
ART00394,CLI048,LE001,SO6805561,09/10/2021,09/18/2021,336,206.14,69263.04,12.05
ART00341,CLI080,LE001,SO8200386,12/21/2023,01/16/2024,33,4.43,146.19,35.89
ART00849,CLI070,LE001,SO4379872,12/18/2024,01/19/2025,44,584.28,25708.32,49.1
ART00500,CLI021,LE003,SO8827853,07/03/2021,08/01/2021,488,353.18,172351.84,40.51
ART00738,CLI099,LE002,SO8285136,03/10/2023,04/15/2023,84,219.4,18429.6,35.89
ART00744,CLI003,LE003,SO3349254,03/07/2024,04/19/2024,195,299.12,58328.4,37.86
ART00029,CLI035,LE003,SO4836259,04/08/2023,04/10/2023,497,273.82,136088.54,26.31
ART00176,CLI082,LE003,SO5862116,10/22/2022,11/02/2022,74,1468.08,108637.92,48.56
ART00283,CLI017,LE002,SO1946193,05/27/2022,06/12/2022,205,22.84,4682.2,27.76
ART00842,CLI010,LE002,SO6186859,07/03/2023,07/12/2023,468,398.79,186633.72,20.91
ART00099,CLI048,LE001,SO9576126,10/25/2021,11/14/2021,119,160.53,19103.07,50.58
ART00445,CLI005,LE001,SO1966746,03/22/2024,03/24/2024,176,112.91,19872.16,13.32
ART00688,CLI028,LE002,SO6356305,04/30/2024,,428,130.04,55657.12,29.27
ART00770,CLI013,LE001,SO2628366,08/25/2021,10/05/2021,104,34.88,3627.52,37.9
ART00835,CLI007,LE001,SO6691920,05/04/2021,05/10/2021,431,117.39,50595.09,13.24
ART00519,CLI009,LE003,SO7611711,11/22/2024,01/06/2025,14,343.12,4803.68,33.6
ART00027,CLI090,LE001,SO4673183,09/03/2024,09/11/2024,376,21.21,7974.96,8.53
ART00948,CLI039,LE003,SO3326980,11/27/2021,12/04/2021,54,689.04,37208.16,37.01
ART00458,CLI088,LE001,SO1731832,07/24/2023,09/07/2023,202,137.01,27676.02,43.01
ART00470,CLI070,LE001,SO7356484,09/15/2023,09/18/2023,340,453.72,154264.8,55.68
ART00050,CLI040,LE003,SO6924016,06/27/2022,,338,145.13,49053.94,27.09
ART00416,CLI065,LE003,SO6502928,04/17/2022,05/13/2022,311,177.79,55292.69,39.8
ART00260,CLI061,LE003,SO2137860,08/19/2022,09/02/2022,304,14.48,4401.92,8.15
ART00377,CLI044,LE001,SO3613543,07/21/2024,08/03/2024,284,6366.6,1808114.4,36.72
ART00361,CLI077,LE003,SO5901668,12/07/2024,,67,50.02,3351.34,54.06
ART00274,CLI024,LE003,SO9193680,05/13/2023,05/26/2023,31,10621.98,329281.38,40.88
ART00578,CLI067,LE003,SO8031042,06/30/2023,07/09/2023,493,885.68,436640.24,18.4
ART00964,CLI094,LE003,SO9065798,07/21/2021,08/02/2021,85,9269.48,787905.8,41
ART00970,CLI023,LE002,SO2992807,12/12/2021,01/05/2022,39,984.85,38409.15,47.9
ART00150,CLI039,LE003,SO7104424,03/06/2022,,317,799.6,253473.2,12.28
ART00567,CLI064,LE003,SO1172054,10/11/2022,10/21/2022,396,385.22,152547.12,40.66
ART00006,CLI020,LE003,SO4079119,09/18/2022,11/01/2022,167,153.81,25686.27,36.34
ART00649,CLI089,LE003,SO9304650,07/03/2022,07/14/2022,37,245.66,9089.42,30.47
ART00351,CLI024,LE003,SO8734452,09/02/2022,10/01/2022,230,47.4,10902,35.21
ART00847,CLI073,LE003,SO6942314,02/16/2024,03/28/2024,402,3741.03,1503894.06,23.81
ART00175,CLI076,LE001,SO2094043,12/14/2021,12/27/2021,132,34.3,4527.6,21.6
ART00238,CLI063,LE001,SO6996532,06/22/2022,08/04/2022,472,41.18,19436.96,41.48
ART00662,CLI032,LE003,SO2783754,07/31/2024,09/09/2024,391,327.67,128118.97,39.24
ART00007,CLI066,LE001,SO7963967,12/29/2024,01/06/2025,498,203.28,101233.44,27.94
ART00147,CLI072,LE001,SO1205866,05/01/2023,05/24/2023,23,429.76,9884.48,26.4
ART00978,CLI071,LE002,SO3407839,12/24/2023,01/18/2024,21,125.59,2637.39,44.99
ART00947,CLI040,LE003,SO5893909,09/26/2022,10/16/2022,31,74.24,2301.44,45.6
ART00204,CLI024,LE003,SO2197817,06/22/2023,07/14/2023,337,181.31,61101.47,39.26
ART00460,CLI021,LE003,SO5098729,03/19/2021,04/05/2021,403,12.58,5069.74,16.53
ART00309,CLI082,LE003,SO8206491,12/28/2023,01/16/2024,411,5153.46,2118072.06,47.41
ART00439,CLI084,LE002,SO5613525,10/19/2021,11/10/2021,111,517.32,57422.52,25.5
ART00461,CLI003,LE003,SO2302015,09/04/2024,10/08/2024,269,68.44,18410.36,49.46
ART00593,CLI038,LE001,SO5604383,12/26/2023,01/28/2024,302,15.18,4584.36,40.71
ART00524,CLI011,LE003,SO8519419,10/14/2024,,143,52.09,7448.87,43.41
ART00985,CLI093,LE001,SO3510325,06/12/2021,06/29/2021,354,509.44,180341.76,19.44
ART00640,CLI097,LE001,SO3293519,09/26/2024,10/29/2024,241,50.55,12182.55,41.64
ART00167,CLI026,LE002,SO5633829,06/02/2024,06/19/2024,121,5159.57,624307.97,15.74
ART00657,CLI008,LE001,SO4573286,12/22/2021,,431,55.12,23756.72,44.67
ART00762,CLI057,LE002,SO7590861,11/25/2023,12/29/2023,97,130.15,12624.55,40.02
ART00081,CLI082,LE003,SO6158246,03/13/2022,04/01/2022,10,11044.16,110441.6,28.82
ART00581,CLI053,LE003,SO2618807,12/28/2022,02/11/2023,118,159.47,18817.46,30.14
ART00630,CLI022,LE003,SO4282330,12/20/2022,12/27/2022,482,139.05,67022.1,45.6
ART00902,CLI010,LE002,SO6296897,09/13/2024,,287,240.59,69049.33,37.11
ART00176,CLI072,LE001,SO7053127,03/09/2023,04/19/2023,31,1430.45,44343.95,47.2
ART00333,CLI029,LE003,SO3940681,07/20/2024,07/27/2024,116,430.4,49926.4,27.18
ART00723,CLI009,LE003,SO5270325,01/25/2023,02/15/2023,179,648.45,116072.55,42.11
ART00423,CLI001,LE002,SO6777464,11/20/2023,12/08/2023,81,36.93,2991.33,34.25
ART00211,CLI025,LE003,SO6723536,06/30/2023,07/23/2023,314,32.04,10060.56,35.33
ART00390,CLI049,LE003,SO6047524,12/19/2021,01/26/2022,456,50.34,22955.04,35.86
ART00252,CLI094,LE003,SO2829141,11/03/2024,,443,187.42,83027.06,17.3
ART00541,CLI084,LE002,SO4294879,04/29/2022,05/03/2022,393,3088.3,1213701.9,38.63
ART00029,CLI013,LE001,SO6202882,08/07/2021,08/16/2021,189,279.61,52846.29,27.83
ART00014,CLI082,LE003,SO3034638,11/27/2021,12/16/2021,476,110.87,52774.12,39.49
ART00049,CLI099,LE002,SO9340484,10/30/2024,,224,164.34,36812.16,40.72
ART00189,CLI061,LE003,SO4605359,03/25/2021,03/28/2021,32,327.85,10491.2,51.56
ART00032,CLI054,LE002,SO2168764,03/17/2021,03/28/2021,83,113.44,9415.52,45.61
ART00549,CLI008,LE001,SO7171233,03/01/2021,03/03/2021,402,7962.41,3200888.82,48.18
ART00339,CLI081,LE001,SO3597623,03/07/2021,04/08/2021,195,372.04,72547.8,27.26
ART00259,CLI040,LE003,SO2524158,04/13/2021,05/15/2021,46,98.59,4535.14,49.92
ART00342,CLI021,LE003,SO3339332,09/07/2021,,438,429.69,188204.22,47.59
ART00059,CLI022,LE003,SO3199421,11/11/2022,12/12/2022,107,217.6,23283.2,12.23
ART00339,CLI015,LE001,SO8744148,07/12/2023,08/13/2023,203,355.58,72182.74,23.89
ART00644,CLI099,LE002,SO3488896,03/31/2022,04/27/2022,103,10.89,1121.67,31.22
ART00684,CLI081,LE001,SO2870117,09/27/2023,10/10/2023,188,362.77,68200.76,48.33
ART00142,CLI029,LE003,SO6429667,11/27/2023,12/10/2023,242,1176.84,284795.28,39.21
ART00398,CLI023,LE002,SO3129804,06/21/2021,07/30/2021,19,589.59,11202.21,31.21
ART00306,CLI072,LE001,SO9250415,08/06/2024,09/04/2024,92,251.92,23176.64,34.4
ART00428,CLI060,LE001,SO8028132,09/28/2021,10/20/2021,214,585.02,125194.28,54.02
ART00219,CLI075,LE001,SO1958357,07/10/2021,07/19/2021,87,1048.53,91222.11,25.71
ART00254,CLI082,LE003,SO1459397,05/01/2021,05/09/2021,187,11105.4,2076709.8,33.08
ART00579,CLI051,LE002,SO1970581,07/29/2023,09/04/2023,487,825.61,402072.07,42.24
ART00528,CLI056,LE001,SO2186056,01/07/2021,02/11/2021,395,39.85,15740.75,54.25
ART00866,CLI005,LE001,SO4953240,12/28/2021,01/12/2022,197,90.04,17737.88,38.43
ART00237,CLI012,LE001,SO5211867,06/14/2024,07/29/2024,247,177.74,43901.78,32.82
ART00740,CLI038,LE001,SO2315183,01/31/2022,02/23/2022,361,59.26,21392.86,43.1
ART00372,CLI069,LE002,SO3719677,11/25/2023,12/01/2023,189,496.07,93757.23,12.06
ART00304,CLI013,LE001,SO5966924,01/14/2021,02/21/2021,486,603.27,293189.22,48.11
ART00497,CLI006,LE002,SO1665944,11/30/2021,12/21/2021,134,1062.95,142435.3,53.16
ART00176,CLI083,LE002,SO4817447,08/01/2024,09/10/2024,448,1277.61,572369.28,40.89
ART00714,CLI057,LE002,SO9291538,03/28/2022,,380,85.66,32550.8,40.59
ART00998,CLI027,LE003,SO5656577,05/06/2022,05/14/2022,239,2432.23,581302.97,40.48
ART00591,CLI024,LE003,SO4222019,01/12/2022,01/14/2022,442,1187.13,524711.46,46.09
ART00070,CLI076,LE001,SO9157814,02/18/2024,03/27/2024,391,545.53,213302.23,25.96
ART00333,CLI044,LE001,SO1681324,01/18/2023,01/26/2023,30,448.16,13444.8,30.06
ART00677,CLI038,LE001,SO7373020,05/22/2024,07/03/2024,459,1597.72,733353.48,38.98
ART00966,CLI068,LE001,SO1691211,05/28/2021,05/29/2021,345,75.96,26206.2,39.88
ART00487,CLI088,LE001,SO7819594,07/21/2023,08/03/2023,328,290.87,95405.36,44.58
ART00896,CLI039,LE003,SO4603249,05/01/2022,05/10/2022,468,79.87,37379.16,22.86
ART00773,CLI029,LE003,SO8003014,09/16/2023,,49,356.31,17459.19,36.56
ART00519,CLI034,LE003,SO5262140,08/27/2023,09/01/2023,147,320.73,47147.31,28.96
ART00017,CLI036,LE002,SO1970252,07/21/2024,08/08/2024,70,42.17,2951.9,29.43
ART00988,CLI072,LE001,SO8214762,10/18/2023,11/14/2023,372,108.6,40399.2,13.81
ART00217,CLI056,LE001,SO4278913,06/09/2024,06/14/2024,367,470.35,172618.45,24.49
ART00214,CLI028,LE002,SO6710054,01/20/2024,02/18/2024,452,1571.69,710403.88,30.12
ART00702,CLI003,LE003,SO8258343,11/06/2024,12/20/2024,81,31.85,2579.85,27.79
ART00252,CLI078,LE003,SO2685325,09/25/2024,10/15/2024,468,161.46,75563.28,4
ART00871,CLI049,LE003,SO2982710,10/18/2022,10/19/2022,382,30.28,11566.96,43.06
ART00563,CLI099,LE002,SO8300158,10/06/2022,11/02/2022,393,110.65,43485.45,47.9
ART00557,CLI030,LE003,SO1432032,03/23/2024,04/04/2024,368,433.38,159483.84,41.01
ART00565,CLI039,LE003,SO9673188,11/23/2022,12/23/2022,227,3202.79,727033.33,21.69
ART00441,CLI037,LE003,SO9194476,04/25/2022,05/14/2022,463,4424.35,2048474.05,48.75
ART00877,CLI097,LE001,SO5973694,06/17/2024,06/22/2024,80,224.01,17920.8,44.52
ART00373,CLI030,LE003,SO4119421,07/26/2024,09/06/2024,55,337.83,18580.65,48.26
ART00712,CLI066,LE001,SO7145413,11/16/2023,,244,314.88,76830.72,12.66
ART00669,CLI047,LE001,SO4174070,07/22/2024,07/25/2024,323,2971.59,959823.57,39.76
ART00875,CLI072,LE001,SO6771761,03/10/2023,04/14/2023,200,2360.41,472082,23.93
ART00325,CLI043,LE002,SO6082923,03/08/2022,03/29/2022,67,101.41,6794.47,12.96
ART00242,CLI082,LE003,SO2195236,07/23/2021,07/27/2021,477,2758.35,1315732.95,34.58
ART00606,CLI084,LE002,SO8202676,10/12/2021,11/13/2021,298,24.99,7447.02,22.37
ART00670,CLI017,LE002,SO2577079,07/07/2023,07/10/2023,23,1867.8,42959.4,33.3
ART00564,CLI069,LE002,SO2572818,09/18/2021,10/27/2021,396,33.8,13384.8,44.14
ART00704,CLI064,LE003,SO1887079,11/12/2021,12/20/2021,74,21.78,1611.72,14.65
ART00475,CLI007,LE001,SO9727502,07/23/2021,08/24/2021,345,351.72,121343.4,22.1
ART00910,CLI054,LE002,SO5109267,07/12/2021,07/31/2021,117,99.81,11677.77,14.75
ART00091,CLI078,LE003,SO8154032,08/20/2023,09/25/2023,259,146.11,37842.49,53.57
ART00465,CLI066,LE001,SO9273919,07/06/2024,08/19/2024,454,1586.77,720393.58,47.72
ART00527,CLI071,LE002,SO4665495,10/14/2022,11/23/2022,193,290.39,56045.27,47.14
ART00254,CLI045,LE003,SO3117677,07/19/2024,08/04/2024,328,8371.21,2745756.88,11.22
ART00008,CLI086,LE001,SO4759535,02/19/2023,03/27/2023,439,1455.44,638938.16,13.04
ART00813,CLI084,LE002,SO1463377,03/10/2022,03/14/2022,115,89.12,10248.8,36.37
ART00186,CLI064,LE003,SO7543902,05/30/2021,06/14/2021,404,7977.45,3222889.8,14.19
ART00015,CLI091,LE002,SO6375747,02/26/2024,03/23/2024,91,1476.84,134392.44,45.92
ART00460,CLI079,LE001,SO2026929,11/05/2023,11/27/2023,103,13.76,1417.28,23.69
ART00185,CLI094,LE003,SO5723656,06/18/2021,07/22/2021,427,387.61,165509.47,37.74
ART00987,CLI039,LE003,SO6279779,07/28/2021,,240,86.73,20815.2,49.49
ART00377,CLI076,LE001,SO4637422,10/30/2024,,46,5858.79,269504.34,31.24
ART00869,CLI049,LE003,SO8464687,12/04/2022,12/26/2022,122,299.7,36563.4,45.31
ART00541,CLI040,LE003,SO7022651,10/18/2021,11/30/2021,138,2481.14,342397.32,23.61
ART00755,CLI096,LE003,SO9914323,04/09/2022,05/17/2022,429,85.45,36658.05,48.47
ART00837,CLI060,LE001,SO2191828,11/30/2021,12/18/2021,423,281.32,118998.36,42.08
ART00482,CLI057,LE002,SO5664392,03/26/2022,04/10/2022,484,1020.02,493689.68,41.92
ART00869,CLI060,LE001,SO2365847,06/18/2024,07/01/2024,420,307.6,129192,46.71
ART00843,CLI096,LE003,SO9563880,04/29/2021,05/13/2021,36,552.3,19882.8,36.85
ART00576,CLI011,LE003,SO8421226,01/22/2024,02/23/2024,131,108.13,14165.03,30.44
ART00422,CLI055,LE001,SO1450168,01/24/2024,01/30/2024,116,217.91,25277.56,20.27
ART00207,CLI074,LE002,SO3932811,04/04/2022,04/08/2022,36,637.95,22966.2,5.24
ART00674,CLI049,LE003,SO9145309,01/16/2021,02/02/2021,126,124.42,15676.92,51.06
ART00743,CLI055,LE001,SO7225834,08/15/2023,09/01/2023,498,667.06,332195.88,15.02
ART00641,CLI002,LE003,SO8852426,02/07/2023,02/14/2023,113,2262.84,255700.92,50
ART00886,CLI078,LE003,SO3610719,05/25/2022,06/23/2022,240,109.72,26332.8,27.44
ART00840,CLI065,LE003,SO7877382,10/11/2021,10/17/2021,272,42.44,11543.68,55.73
ART00268,CLI096,LE003,SO4127882,10/15/2021,10/20/2021,486,310.82,151058.52,33.47
ART00988,CLI049,LE003,SO7383992,09/26/2022,10/19/2022,475,119.57,56795.75,21.72
ART00655,CLI087,LE002,SO7048759,12/12/2023,01/05/2024,383,7439.51,2849332.33,16.27
ART00771,CLI059,LE003,SO2314071,12/25/2022,01/31/2023,142,33.77,4795.34,37.28
ART00521,CLI013,LE001,SO7374443,03/02/2023,04/06/2023,13,50.4,655.2,21.21
ART00335,CLI087,LE002,SO2391676,10/11/2023,10/23/2023,202,29.44,5946.88,26.53
ART00454,CLI001,LE002,SO1381110,03/08/2023,03/24/2023,172,213.04,36642.88,35.85
ART00142,CLI048,LE001,SO5868679,07/12/2021,07/25/2021,52,1157.49,60189.48,38.2
ART00315,CLI094,LE003,SO2770215,11/10/2022,12/03/2022,161,370.48,59647.28,39.28
ART00707,CLI076,LE001,SO5936664,10/25/2021,11/23/2021,185,399.42,73892.7,28.01
ART00675,CLI055,LE001,SO7342409,02/26/2021,03/20/2021,433,223.83,96918.39,41.99
ART00563,CLI025,LE003,SO4758213,12/22/2024,02/04/2025,8,113.87,910.96,49.37
ART00461,CLI046,LE002,SO2286844,08/28/2021,09/13/2021,267,63.64,16991.88,45.65
ART00775,CLI053,LE003,SO6669593,09/20/2022,10/24/2022,458,38.33,17555.14,25.05
ART00839,CLI081,LE001,SO5825335,09/07/2023,10/06/2023,371,54.12,20078.52,29.38
ART00327,CLI070,LE001,SO4696668,03/27/2023,05/03/2023,182,181.37,33009.34,56.19
ART00413,CLI087,LE002,SO1024406,12/23/2023,01/18/2024,423,42.31,17897.13,38.93
ART00799,CLI020,LE003,SO4708710,03/07/2021,04/12/2021,342,1237.93,423372.06,22.83
ART00844,CLI003,LE003,SO6476646,10/11/2022,11/19/2022,300,1261.38,378414,37.59
ART00639,CLI075,LE001,SO9284561,06/29/2022,08/09/2022,434,1301.07,564664.38,52.69
ART00437,CLI091,LE002,SO1156219,10/08/2023,10/12/2023,21,446.69,9380.49,37.43
ART00802,CLI063,LE001,SO7496460,09/04/2022,09/07/2022,328,34.78,11407.84,25.5
ART00603,CLI063,LE001,SO5698712,03/27/2022,,146,1345.56,196451.76,18.95
ART00158,CLI015,LE001,SO8866166,06/29/2024,07/09/2024,66,13.99,923.34,24.23
ART00895,CLI081,LE001,SO4694940,09/06/2023,09/13/2023,458,125.81,57620.98,24.61
ART00427,CLI019,LE002,SO8345790,08/04/2022,08/13/2022,259,404.7,104817.3,30.62
ART00234,CLI075,LE001,SO5434810,02/25/2022,03/21/2022,130,615.9,80067,38.26
ART00165,CLI013,LE001,SO5827615,03/05/2022,03/14/2022,213,8.82,1878.66,40.14
ART00168,CLI040,LE003,SO9332619,05/26/2022,06/29/2022,319,216.51,69066.69,44.12
ART00626,CLI009,LE003,SO2912450,09/15/2021,10/12/2021,253,95.93,24270.29,51.2
ART00795,CLI071,LE002,SO4493784,11/04/2022,12/10/2022,393,38.72,15216.96,35.05
ART00889,CLI005,LE001,SO2868547,01/19/2021,02/22/2021,278,2671.5,742677,44.37
ART00138,CLI094,LE003,SO8236011,05/26/2023,05/30/2023,57,125.69,7164.33,19.44
ART00802,CLI055,LE001,SO5013115,03/03/2024,03/19/2024,294,28.53,8387.82,9.18
ART00890,CLI079,LE001,SO1385148,11/22/2022,01/05/2023,171,295.95,50607.45,47.85
ART00054,CLI041,LE001,SO8325239,12/01/2022,12/26/2022,335,677.21,226865.35,47.63
ART00036,CLI087,LE002,SO9484779,08/05/2024,09/01/2024,341,281.08,95848.28,39.57
ART00473,CLI057,LE002,SO7154226,12/18/2021,01/11/2022,364,363.78,132415.92,26.81
ART00135,CLI028,LE002,SO1994812,11/02/2024,11/21/2024,237,519.17,123043.29,30.18
ART00747,CLI012,LE001,SO8661937,09/29/2021,10/27/2021,115,7.84,901.6,43.49
ART00063,CLI036,LE002,SO9963624,10/23/2023,11/06/2023,281,276.87,77800.47,42.67
ART00053,CLI073,LE003,SO8698808,06/30/2023,07/13/2023,371,706.92,262267.32,30.53
ART00462,CLI049,LE003,SO7403284,10/31/2021,12/09/2021,81,8549.4,692501.4,48.88
ART00270,CLI098,LE002,SO6786072,12/03/2023,01/13/2024,334,47.75,15948.5,28.46
ART00110,CLI029,LE003,SO8538424,02/23/2023,02/26/2023,23,262.2,6030.6,40.51
ART00368,CLI097,LE001,SO7715835,07/23/2024,08/27/2024,453,2082.3,943281.9,33.37
ART00403,CLI033,LE001,SO2610959,07/21/2022,09/02/2022,83,386.07,32043.81,47.44
ART00859,CLI081,LE001,SO1955334,03/25/2022,04/11/2022,200,392.37,78474,28.01
ART00116,CLI064,LE003,SO4630287,12/11/2022,01/25/2023,365,261.6,95484,48.7
ART00398,CLI084,LE002,SO3617002,03/17/2022,03/31/2022,405,618.42,250460.1,34.41
ART00831,CLI052,LE001,SO9832550,11/26/2023,12/25/2023,33,305.93,10095.69,41.72
ART00031,CLI088,LE001,SO3277974,03/23/2021,03/26/2021,32,414.73,13271.36,32.28
ART00695,CLI023,LE002,SO9943041,06/25/2022,07/15/2022,199,7.94,1580.06,27.83
ART00082,CLI085,LE003,SO6883349,11/30/2021,,318,299.44,95221.92,39.95
ART00027,CLI037,LE003,SO4536901,04/21/2022,06/03/2022,166,24.52,4070.32,20.88
ART00760,CLI029,LE003,SO2795612,04/07/2024,05/17/2024,83,804.67,66787.61,39.88
