item_code,warehouse_id,supplier_id,legal_entity,po_number,order_date,receipt_date,quantity,unit_price,total_value,lead_time_days
ART00712,MAG017,SUP059,LE003,PO6962226,20/09/2024,20/10/2024,1262,279.38,352577.56,30
ART00843,MAG007,SUP037,LE001,PO6519470,25/03/2023,05/04/2023,1222,398.24,486649.28,11
ART00721,MAG001,SUP073,LE001,PO4294129,21/09/2024,,558,20.26,11305.08,
ART00616,MAG005,SUP032,LE001,PO8744777,13/09/2024,27/10/2024,1779,204.45,363716.55,44
ART00171,MAG007,SUP021,LE001,PO5998128,28/10/2022,21/11/2022,1333,399.28,532240.24,24
ART00837,MAG002,SUP016,LE001,PO2131318,31/10/2022,07/11/2022,919,142.75,131187.25,7
ART00315,MAG011,SUP034,LE002,PO9600918,04/04/2021,20/05/2021,1824,238.11,434312.64,46
ART00690,MAG005,SUP020,LE001,PO9671360,08/08/2022,,1654,71.23,117814.42,
ART00688,MAG011,SUP023,LE002,PO7008900,31/08/2022,09/09/2022,1049,99.49,104365.01,9
ART00661,MAG008,SUP057,LE001,PO6866055,21/06/2022,28/07/2022,295,32.59,9614.05,37
ART00813,MAG002,SUP068,LE001,PO3548033,30/09/2024,18/11/2024,255,50.26,12816.3,49
ART00007,MAG009,SUP078,LE002,PO7689610,07/11/2023,23/12/2023,48,163.66,7855.68,46
ART00497,MAG012,SUP006,LE002,PO7340606,18/12/2023,13/01/2024,1320,458.12,604718.4,26
ART00968,MAG001,SUP066,LE001,PO4523189,11/07/2022,02/08/2022,1133,2234.76,2531983.08,22
ART00501,MAG005,SUP031,LE001,PO8847047,13/04/2023,07/05/2023,288,24.39,7024.32,24
ART00588,MAG011,SUP066,LE002,PO3511663,11/07/2021,02/08/2021,755,940.41,710009.55,22
ART00533,MAG016,SUP033,LE003,PO8650894,09/02/2024,17/03/2024,620,41.22,25556.4,37
ART00490,MAG003,SUP076,LE001,PO3046334,02/02/2022,18/03/2022,845,2.49,2104.05,44
ART00931,MAG008,SUP016,LE001,PO9815062,25/05/2023,15/06/2023,1427,953.79,1361058.33,21
ART00513,MAG008,SUP038,LE001,PO8326769,22/03/2022,06/05/2022,24,16.43,394.32,44
ART00395,MAG017,SUP068,LE003,PO1387512,15/01/2022,04/02/2022,251,9.4,2359.4,20
ART00555,MAG016,SUP053,LE003,PO6204848,02/06/2021,26/07/2021,629,21.99,13831.71,54
ART00376,MAG003,SUP041,LE001,PO6884475,05/08/2023,09/08/2023,571,22.07,12601.97,4
ART00456,MAG016,SUP056,LE003,PO6764178,22/02/2023,09/03/2023,272,1807.43,491620.96,15
ART00159,MAG014,SUP010,LE002,PO3829325,22/05/2023,31/05/2023,743,586,435398,9
ART00674,MAG009,SUP004,LE002,PO8337973,12/08/2023,28/08/2023,1777,65.07,115629.39,16
ART00542,MAG019,SUP004,LE003,PO8675247,07/02/2021,12/03/2021,1450,30.41,44094.5,33
ART00703,MAG001,SUP077,LE001,PO5918537,31/05/2024,,1961,8.25,16178.25,
ART00902,MAG016,SUP003,LE003,PO2689826,07/11/2022,25/11/2022,1376,163.17,224521.92,18
ART00427,MAG009,SUP078,LE002,PO3161478,31/07/2023,30/08/2023,112,292.65,32776.8,30
ART00524,MAG012,SUP057,LE002,PO6629662,15/11/2023,09/12/2023,1235,30.81,38050.35,24
ART00933,MAG001,SUP057,LE001,PO8437772,20/08/2024,15/09/2024,1591,11.87,18885.17,26
ART00282,MAG002,SUP047,LE001,PO2283159,31/10/2023,04/12/2023,819,3635.08,2977130.52,34
ART00674,MAG015,SUP004,LE002,PO6636799,17/03/2024,03/04/2024,513,55.66,28553.58,17
ART00339,MAG004,SUP048,LE001,PO4209599,07/11/2023,,225,247.98,55795.5,
ART00928,MAG001,SUP054,LE001,PO8673486,25/09/2023,,1794,410.67,736741.98,
ART00809,MAG010,SUP026,LE002,PO2252629,24/04/2023,01/05/2023,899,113.19,101757.81,7
ART00962,MAG009,SUP041,LE002,PO3902677,04/11/2023,27/11/2023,1617,223.91,362062.47,23
ART00345,MAG009,SUP034,LE002,PO1656292,22/06/2023,25/06/2023,685,87.16,59704.6,3
ART00793,MAG013,SUP056,LE002,PO2893848,01/01/2021,05/02/2021,1591,710.03,1129657.73,35
ART00717,MAG017,SUP017,LE003,PO2861717,31/12/2021,21/01/2022,1497,3842.89,5752806.33,21
ART00115,MAG015,SUP064,LE002,PO9269304,11/12/2022,10/01/2023,610,325.29,198426.9,30
ART00581,MAG003,SUP009,LE001,PO8312601,07/06/2023,11/06/2023,809,113.52,91837.68,4
ART00513,MAG015,SUP053,LE002,PO4558979,11/06/2024,,747,16.57,12377.79,
ART00347,MAG012,SUP049,LE002,PO1847603,11/09/2023,10/11/2023,576,89.7,51667.2,60
ART00656,MAG011,SUP006,LE002,PO5274957,23/01/2022,26/02/2022,144,1770.48,254949.12,34
ART00599,MAG008,SUP064,LE001,PO1507776,04/09/2023,26/09/2023,1792,272,487424,22
ART00622,MAG017,SUP004,LE003,PO1658849,01/05/2023,,257,7.7,1978.9,
ART00899,MAG001,SUP056,LE001,PO9837170,10/12/2023,23/12/2023,1307,450.61,588947.27,13
ART00904,MAG007,SUP036,LE001,PO3805145,08/01/2023,15/02/2023,1397,463.19,647076.43,38
ART00737,MAG019,SUP007,LE003,PO3004718,05/09/2021,09/09/2021,51,118,6018,4
ART00480,MAG019,SUP027,LE003,PO9113665,07/01/2024,01/02/2024,965,55.77,53818.05,25
ART00357,MAG016,SUP012,LE003,PO3325532,22/11/2023,21/12/2023,359,5838.45,2096003.55,29
ART00457,MAG007,SUP007,LE001,PO4274244,13/05/2021,30/05/2021,1256,468.98,589038.88,17
ART00246,MAG003,SUP053,LE001,PO3009752,09/12/2023,,533,6.01,3203.33,
ART00865,MAG017,SUP024,LE003,PO9236760,13/01/2021,16/02/2021,305,26.91,8207.55,34
ART00533,MAG008,SUP010,LE001,PO4217041,14/06/2021,18/06/2021,1275,44,56100,4
ART00312,MAG006,SUP005,LE001,PO1869642,17/01/2022,25/02/2022,1599,330.5,528469.5,39
ART00095,MAG020,SUP018,LE003,PO1744886,25/09/2022,09/11/2022,1197,816.58,977446.26,45
ART00100,MAG012,SUP079,LE002,PO5259984,20/05/2023,20/06/2023,1150,24.5,28175,31
ART00840,MAG019,SUP048,LE003,PO6928804,27/08/2023,30/08/2023,1010,18.7,18887,3
ART00459,MAG009,SUP010,LE002,PO9858377,22/05/2022,29/05/2022,738,444.63,328136.94,7
ART00323,MAG003,SUP051,LE001,PO6582584,20/02/2022,03/03/2022,591,446.33,263781.03,11
ART00007,MAG011,SUP054,LE002,PO7921600,13/02/2024,01/04/2024,820,147.09,120613.8,48
ART00131,MAG013,SUP077,LE002,PO5056702,20/04/2024,04/06/2024,1558,14.75,22980.5,45
ART00006,MAG001,SUP013,LE001,PO5956280,07/04/2022,17/04/2022,955,82.1,78405.5,10
ART00100,MAG007,SUP045,LE001,PO2743022,13/04/2021,04/06/2021,541,17.6,9521.6,52
ART00438,MAG018,SUP034,LE003,PO9116665,04/03/2021,24/03/2021,177,76.39,13521.03,20
ART00353,MAG012,SUP001,LE002,PO9603904,06/11/2022,13/11/2022,737,12.86,9477.82,7
ART00490,MAG001,SUP043,LE001,PO9759612,20/07/2021,13/08/2021,195,2.48,483.6,24
ART00487,MAG008,SUP015,LE001,PO5553863,04/11/2022,05/12/2022,7,163.48,1144.36,31
ART00846,MAG004,SUP052,LE001,PO5609930,31/05/2021,28/06/2021,872,256.58,223737.76,28
ART00579,MAG012,SUP014,LE002,PO4771881,07/07/2024,02/09/2024,68,384.77,26164.36,57
ART00097,MAG015,SUP022,LE002,PO3239207,25/10/2024,30/11/2024,1844,1396.02,2574260.88,36
ART00200,MAG018,SUP040,LE003,PO5272517,25/10/2022,07/12/2022,22,5427.35,119401.7,43
ART00990,MAG016,SUP034,LE003,PO9811226,23/12/2023,15/02/2024,713,165.84,118243.92,54
ART00442,MAG001,SUP002,LE001,PO3313923,13/09/2021,27/10/2021,1803,1.58,2848.74,44
ART00358,MAG016,SUP076,LE003,PO9297115,14/04/2021,21/05/2021,687,7.67,5269.29,37
ART00534,MAG002,SUP054,LE001,PO2470907,12/07/2021,02/09/2021,1782,19.89,35443.98,52
ART00827,MAG010,SUP043,LE002,PO2613352,31/10/2022,08/11/2022,1140,2.55,2907,8
ART00530,MAG014,SUP020,LE002,PO3451154,04/08/2024,,1082,1438.56,1556521.92,
ART00328,MAG016,SUP042,LE003,PO4385736,29/12/2023,10/02/2024,921,18.48,17020.08,43
ART00249,MAG018,SUP071,LE003,PO7982739,16/11/2023,14/01/2024,1862,481.39,896348.18,59
ART00991,MAG001,SUP036,LE001,PO8292472,06/08/2024,,855,186.86,159765.3,
ART00542,MAG018,SUP063,LE003,PO9351050,21/01/2021,,1173,37.29,43741.17,
ART00103,MAG012,SUP069,LE002,PO7189469,15/04/2024,19/05/2024,361,832.54,300546.94,34
ART00967,MAG017,SUP034,LE003,PO7413260,08/11/2024,14/12/2024,530,52.13,27628.9,36
ART00193,MAG001,SUP080,LE001,PO3471002,16/08/2021,29/09/2021,1542,126.94,195741.48,44
ART00428,MAG005,SUP026,LE001,PO7168451,11/10/2021,,1892,265.09,501550.28,
ART00884,MAG017,SUP014,LE003,PO1368844,22/06/2021,04/08/2021,723,464.67,335956.41,43
ART00155,MAG003,SUP005,LE001,PO7211533,20/04/2024,30/05/2024,1207,32.67,39432.69,40
ART00250,MAG015,SUP003,LE002,PO2143001,16/04/2024,11/05/2024,1747,123.84,216348.48,25
ART00045,MAG005,SUP010,LE001,PO4649078,15/08/2022,04/09/2022,1115,764.23,852116.45,20
ART00744,MAG010,SUP015,LE002,PO7367170,15/10/2023,26/11/2023,62,165.14,10238.68,42
ART00807,MAG018,SUP064,LE003,PO9305193,30/11/2022,09/01/2023,1065,206.84,220284.6,40
ART00980,MAG012,SUP053,LE002,PO1762060,11/08/2024,05/10/2024,858,2.66,2282.28,55
ART00505,MAG016,SUP012,LE003,PO8295551,18/04/2024,,1414,557.83,788771.62,
ART00641,MAG010,SUP016,LE002,PO6279671,31/07/2024,10/09/2024,1310,1209.03,1583829.3,41
ART00275,MAG005,SUP072,LE001,PO4297720,28/06/2023,08/08/2023,719,60.38,43413.22,41
ART00712,MAG010,SUP041,LE002,PO6391696,08/01/2023,14/01/2023,1211,225.49,273068.39,6
ART00709,MAG001,SUP043,LE001,PO1095900,20/03/2021,31/03/2021,1840,17.37,31960.8,11
ART00602,MAG007,SUP069,LE001,PO3785129,09/10/2021,13/11/2021,967,3025.25,2925416.75,35
ART00466,MAG013,SUP019,LE002,PO1228202,17/06/2021,19/07/2021,1061,309.91,328814.51,32
ART00848,MAG009,SUP052,LE002,PO9918241,17/06/2022,,349,117.31,40941.19,
ART00826,MAG004,SUP021,LE001,PO1814587,17/08/2023,22/08/2023,812,214.12,173865.44,5
ART00217,MAG002,SUP068,LE001,PO9140023,14/07/2024,04/09/2024,1886,368.37,694745.82,52
ART00240,MAG003,SUP074,LE001,PO3893599,17/08/2024,11/10/2024,1224,4887.44,5982226.56,55
ART00737,MAG018,SUP036,LE003,PO2326232,14/09/2021,24/10/2021,1359,89.72,121929.48,40
ART00001,MAG006,SUP025,LE001,PO7846012,06/01/2021,04/03/2021,130,196.28,25516.4,57
ART00094,MAG017,SUP026,LE003,PO1235170,03/04/2023,30/05/2023,214,31.51,6743.14,57
ART00326,MAG016,SUP028,LE003,PO5733512,08/03/2022,28/04/2022,1655,5999.53,9929222.15,51
ART00464,MAG010,SUP012,LE002,PO8036303,29/11/2023,25/12/2023,1388,663.72,921243.36,26
ART00431,MAG005,SUP077,LE001,PO1630541,20/09/2022,08/10/2022,128,17.98,2301.44,18
ART00187,MAG016,SUP015,LE003,PO7714867,14/09/2022,11/11/2022,424,180.91,76705.84,58
ART00274,MAG002,SUP028,LE001,PO3277444,17/12/2022,07/02/2023,335,5576.76,1868214.6,52
ART00052,MAG011,SUP023,LE002,PO3305572,19/06/2024,02/08/2024,236,147.43,34793.48,44
ART00084,MAG012,SUP044,LE002,PO2633011,27/10/2023,,1939,49.76,96484.64,
ART00089,MAG003,SUP014,LE001,PO9158531,06/07/2022,24/07/2022,511,23.84,12182.24,18
ART00134,MAG012,SUP075,LE002,PO1154572,12/12/2022,08/01/2023,90,203.73,18335.7,27
ART00519,MAG020,SUP078,LE003,PO9690539,14/01/2022,10/03/2022,1093,197.78,216173.54,55
ART00205,MAG017,SUP033,LE003,PO2883750,10/04/2024,16/05/2024,904,6.39,5776.56,36
ART00633,MAG020,SUP057,LE003,PO1324837,03/11/2024,03/12/2024,1279,21.05,26922.95,30
ART00926,MAG006,SUP009,LE001,PO8666006,13/01/2022,13/02/2022,1066,86.07,91750.62,31
ART00984,MAG017,SUP071,LE003,PO3572468,22/11/2024,28/11/2024,1424,3074.44,4378002.56,6
ART00960,MAG005,SUP018,LE001,PO2082094,17/04/2021,25/05/2021,1061,9.18,9739.98,38
ART00784,MAG013,SUP053,LE002,PO8458364,06/05/2021,01/07/2021,1775,11.06,19631.5,56
ART00815,MAG008,SUP009,LE001,PO9919560,15/01/2022,11/03/2022,313,125.48,39275.24,55
ART00642,MAG008,SUP012,LE001,PO1745285,29/06/2024,02/07/2024,1933,263.84,510002.72,3
ART00319,MAG005,SUP054,LE001,PO7262400,22/12/2022,08/02/2023,817,165.44,135164.48,48
ART00652,MAG009,SUP066,LE002,PO2658731,10/05/2023,08/07/2023,838,510.31,427639.78,59
ART00503,MAG020,SUP078,LE003,PO6527013,12/12/2021,19/12/2021,472,100.03,47214.16,7
ART00160,MAG014,SUP004,LE002,PO8065962,13/04/2024,18/04/2024,1693,66.03,111788.79,5
ART00386,MAG010,SUP024,LE002,PO6022562,13/03/2023,04/04/2023,1706,153.81,262399.86,22
ART00725,MAG001,SUP022,LE001,PO8312237,29/04/2023,02/06/2023,763,474.22,361829.86,34
ART00837,MAG017,SUP025,LE003,PO6863879,04/06/2022,12/07/2022,1628,135.44,220496.32,38
ART00409,MAG001,SUP035,LE001,PO1167413,10/10/2023,22/10/2023,1372,592.58,813019.76,12
ART00598,MAG009,SUP067,LE002,PO3315029,28/09/2021,26/11/2021,290,13.21,3830.9,59
ART00422,MAG017,SUP039,LE003,PO4586008,16/07/2023,14/08/2023,1119,192.76,215698.44,29
ART00635,MAG020,SUP045,LE003,PO6891669,03/08/2023,06/08/2023,261,75.98,19830.78,3
ART00232,MAG008,SUP011,LE001,PO8233882,15/11/2021,06/01/2022,606,3.02,1830.12,52
ART00989,MAG004,SUP057,LE001,PO4800317,03/09/2021,21/09/2021,1163,29.04,33773.52,18
ART00172,MAG020,SUP026,LE003,PO3984630,15/01/2024,03/02/2024,669,1394.41,932860.29,19
ART00678,MAG001,SUP029,LE001,PO7542659,29/12/2023,25/01/2024,1313,45.18,59321.34,27
ART00900,MAG003,SUP075,LE001,PO3838835,12/06/2023,07/07/2023,1477,163.34,241253.18,25
ART00794,MAG011,SUP079,LE002,PO9763027,26/12/2023,15/01/2024,1120,18.45,20664,20
ART00215,MAG018,SUP060,LE003,PO9969294,02/11/2021,12/12/2021,1414,22.78,32210.92,40
ART00119,MAG014,SUP035,LE002,PO5667155,26/11/2024,30/12/2024,1422,284.38,404388.36,34
ART00007,MAG011,SUP049,LE002,PO2845349,15/02/2021,09/04/2021,145,138.79,20124.55,53
ART00413,MAG017,SUP039,LE003,PO4590360,21/06/2023,05/07/2023,405,29.11,11789.55,14
ART00732,MAG015,SUP037,LE002,PO6639437,07/05/2021,23/05/2021,780,510.88,398486.4,16
ART00651,MAG002,SUP047,LE001,PO3543257,23/10/2023,23/11/2023,1233,5806.85,7159846.05,31
ART00894,MAG010,SUP048,LE002,PO5369003,28/05/2024,30/06/2024,559,2713.52,1516857.68,33
ART00245,MAG020,SUP028,LE003,PO1813134,09/11/2021,01/01/2022,1113,403.82,449451.66,53
ART00004,MAG018,SUP021,LE003,PO7476879,02/02/2024,20/02/2024,1905,660.92,1259052.6,18
ART00981,MAG014,SUP013,LE002,PO9949127,25/02/2021,11/04/2021,863,45.15,38964.45,45
ART00377,MAG011,SUP047,LE002,PO9803271,13/12/2023,09/02/2024,345,4029.56,1390198.2,58
ART00376,MAG016,SUP064,LE003,PO7709298,13/03/2022,25/04/2022,717,23.83,17086.11,43
ART00530,MAG007,SUP022,LE001,PO1152468,17/08/2021,,86,1622.9,139569.4,
ART00494,MAG008,SUP064,LE001,PO5797755,14/05/2024,25/05/2024,480,141.39,67867.2,11
ART00978,MAG006,SUP067,LE001,PO3907408,24/02/2023,30/03/2023,781,68.08,53170.48,34
ART00945,MAG017,SUP024,LE003,PO8469945,28/06/2024,25/07/2024,699,377.43,263823.57,27
ART00344,MAG012,SUP075,LE002,PO1395216,10/10/2023,06/11/2023,1296,79.83,103459.68,27
ART00528,MAG017,SUP030,LE003,PO9334221,14/02/2021,23/02/2021,14,17,238,9
ART00959,MAG015,SUP031,LE002,PO5956845,17/12/2024,02/02/2025,915,2571.69,2353096.35,47
ART00534,MAG019,SUP080,LE003,PO1927835,01/08/2022,28/09/2022,329,25.04,8238.16,58
ART00743,MAG003,SUP068,LE001,PO2923944,10/01/2022,26/01/2022,900,466.82,420138,16
ART00716,MAG014,SUP035,LE002,PO6895464,01/11/2021,10/12/2021,1982,33.62,66634.84,39
ART00417,MAG020,SUP004,LE003,PO2956078,25/12/2021,15/02/2022,1800,47.27,85086,52
ART00999,MAG005,SUP037,LE001,PO2848403,08/04/2022,28/04/2022,1555,1753.54,2726754.7,20
ART00815,MAG004,SUP034,LE001,PO5441421,07/04/2024,29/05/2024,427,159.14,67952.78,52
ART00518,MAG016,SUP064,LE003,PO1232547,02/06/2023,,1463,8488.8,12419114.4,
ART00125,MAG004,SUP014,LE001,PO1914057,30/09/2021,08/10/2021,865,338.91,293157.15,8
ART00762,MAG014,SUP058,LE002,PO3783280,16/09/2024,23/10/2024,1031,84.7,87325.7,37
ART00230,MAG014,SUP025,LE002,PO6691003,15/09/2024,23/10/2024,502,200.38,100590.76,38
ART00153,MAG015,SUP045,LE002,PO6395420,21/04/2022,18/06/2022,1154,23.08,26634.32,58
ART00738,MAG020,SUP020,LE003,PO5182082,24/04/2023,05/06/2023,388,155.78,60442.64,42
ART00152,MAG010,SUP058,LE002,PO8486305,18/01/2023,28/01/2023,1245,45.72,56921.4,10
ART00279,MAG018,SUP057,LE003,PO9575776,02/02/2021,20/02/2021,1904,32.36,61613.44,18
ART00105,MAG003,SUP030,LE001,PO7180190,07/09/2024,23/09/2024,1593,19.01,30282.93,16
ART00321,MAG006,SUP031,LE001,PO8854184,30/01/2021,08/02/2021,126,23.51,2962.26,9
ART00180,MAG011,SUP074,LE002,PO2892043,14/04/2024,14/05/2024,807,7.62,6149.34,30
ART00165,MAG012,SUP033,LE002,PO7340196,12/02/2023,13/03/2023,742,4.5,3339,29
ART00577,MAG007,SUP079,LE001,PO9138885,15/01/2022,01/03/2022,493,36.08,17787.44,45
ART00839,MAG014,SUP041,LE002,PO6230027,11/11/2023,28/11/2023,42,38.46,1615.32,17
ART00615,MAG015,SUP029,LE002,PO7656798,06/06/2024,19/07/2024,1826,114.92,209843.92,43
ART00910,MAG017,SUP055,LE003,PO9814228,27/02/2024,08/04/2024,1738,91.29,158662.02,41
ART00028,MAG016,SUP021,LE003,PO8151716,17/11/2023,,1184,4.03,4771.52,
ART00781,MAG014,SUP034,LE002,PO5340290,16/03/2021,02/05/2021,1172,124.21,145574.12,47
ART00220,MAG001,SUP076,LE001,PO5262133,14/11/2024,17/12/2024,452,35.22,15919.44,33
ART00101,MAG005,SUP004,LE001,PO2719988,13/03/2024,06/05/2024,1678,58.89,98817.42,54
ART00412,MAG017,SUP023,LE003,PO5561849,29/09/2023,22/11/2023,220,52.36,11519.2,54
ART00174,MAG001,SUP053,LE001,PO6534561,12/12/2024,30/12/2024,624,17.1,10670.4,18
ART00921,MAG015,SUP005,LE002,PO2680882,05/01/2022,,490,187.49,91870.1,
ART00318,MAG019,SUP056,LE003,PO2040884,12/01/2024,21/02/2024,947,1527.07,1446135.29,40
ART00442,MAG006,SUP077,LE001,PO5872665,30/06/2022,05/07/2022,56,1.65,92.4,5
ART00021,MAG003,SUP013,LE001,PO3131728,25/01/2022,28/01/2022,666,101.43,67552.38,3
ART00395,MAG010,SUP045,LE002,PO4605664,25/02/2022,31/03/2022,200,10.19,2038,34
ART00552,MAG016,SUP072,LE003,PO5453257,09/09/2022,,1203,58.78,70712.34,
ART00201,MAG007,SUP068,LE001,PO6007528,13/10/2024,,902,264.13,238245.26,
ART00944,MAG010,SUP060,LE002,PO5132869,19/09/2022,27/09/2022,1986,17.67,35092.62,8
ART00516,MAG015,SUP078,LE002,PO5239906,15/08/2021,07/10/2021,171,159.9,27342.9,53
ART00667,MAG013,SUP009,LE002,PO2820519,28/02/2022,14/04/2022,1192,72.15,86002.8,44
ART00280,MAG003,SUP026,LE001,PO3132052,02/11/2024,03/12/2024,1675,35.83,60015.25,31
ART00463,MAG005,SUP038,LE001,PO4996642,29/07/2023,13/08/2023,1054,135.06,142353.24,15
ART00938,MAG001,SUP008,LE001,PO7651349,28/02/2024,02/03/2024,351,122.07,42846.57,3
ART00710,MAG015,SUP075,LE002,PO9749797,30/04/2023,10/05/2023,659,150.46,99153.14,10
ART00018,MAG020,SUP001,LE003,PO3038864,17/06/2021,25/06/2021,82,62.81,5150.42,8
ART00779,MAG017,SUP052,LE003,PO2477175,24/05/2022,01/06/2022,1594,298.48,475777.12,8
ART00315,MAG009,SUP066,LE002,PO7688073,27/07/2023,05/08/2023,187,228.41,42712.67,9
ART00678,MAG017,SUP070,LE003,PO7211071,24/02/2021,31/03/2021,407,36.98,15050.86,35
ART00010,MAG001,SUP051,LE001,PO2094872,09/04/2022,30/04/2022,1808,303.73,549143.84,21
ART00766,MAG008,SUP069,LE001,PO7524462,01/11/2023,,218,178.86,38991.48,
ART00303,MAG001,SUP033,LE001,PO5457005,23/07/2023,13/09/2023,1891,9.55,18059.05,52
ART00079,MAG018,SUP077,LE003,PO3218815,17/02/2023,04/03/2023,468,31.76,14863.68,15
ART00247,MAG009,SUP004,LE002,PO5751027,28/03/2021,18/04/2021,888,41.59,36931.92,21
ART00001,MAG018,SUP049,LE003,PO3247244,13/07/2024,11/09/2024,144,205.4,29577.6,60
ART00181,MAG008,SUP073,LE001,PO8364938,29/11/2022,,855,20.24,17305.2,
ART00229,MAG010,SUP006,LE002,PO9576140,28/12/2022,27/01/2023,412,660.37,272072.44,30
ART00142,MAG006,SUP055,LE001,PO2614594,07/06/2021,13/07/2021,1120,646.59,724180.8,36
ART00873,MAG009,SUP078,LE002,PO3938410,01/06/2021,30/06/2021,1077,320.92,345630.84,29
ART00648,MAG006,SUP002,LE001,PO7722047,10/11/2021,04/12/2021,1133,15.88,17992.04,24
ART00031,MAG004,SUP019,LE001,PO5681433,18/08/2021,23/08/2021,1758,238.43,419159.94,5
ART00104,MAG020,SUP022,LE003,PO2083912,07/01/2023,02/03/2023,680,1013.35,689078,54
ART00783,MAG009,SUP068,LE002,PO1162878,12/04/2023,24/04/2023,1190,97.97,116584.3,12
ART00528,MAG007,SUP018,LE001,PO9907904,12/09/2021,03/10/2021,124,20.08,2489.92,21
ART00431,MAG012,SUP042,LE002,PO6397494,26/04/2023,28/05/2023,549,20.24,11111.76,32
ART00622,MAG003,SUP067,LE001,PO9545664,13/07/2024,09/08/2024,1807,9.51,17184.57,27
ART00863,MAG009,SUP016,LE002,PO4907995,06/08/2021,23/09/2021,1235,24.53,30294.55,48
ART00570,MAG012,SUP014,LE002,PO5099995,11/09/2021,07/11/2021,314,295.6,92818.4,57
ART00393,MAG009,SUP080,LE002,PO8983184,18/02/2023,29/03/2023,1993,113.22,225647.46,39
ART00052,MAG001,SUP007,LE001,PO2134641,18/05/2021,13/07/2021,1655,119.74,198169.7,56
ART00235,MAG001,SUP004,LE001,PO8796420,08/08/2024,01/10/2024,784,22.79,17867.36,54
ART00717,MAG010,SUP039,LE002,PO8564731,16/03/2021,01/05/2021,188,4078.16,766694.08,46
ART00743,MAG019,SUP023,LE003,PO8087561,31/08/2021,28/10/2021,1302,569.9,742009.8,58
ART00543,MAG017,SUP003,LE003,PO4056006,01/08/2021,,234,112.07,26224.38,
ART00371,MAG016,SUP017,LE003,PO5361517,11/08/2022,29/08/2022,591,102.68,60683.88,18
ART00226,MAG014,SUP065,LE002,PO3510969,23/01/2023,,240,443.25,106380,
ART00062,MAG003,SUP004,LE001,PO6806520,17/12/2022,06/01/2023,587,61.92,36347.04,20
ART00532,MAG004,SUP003,LE001,PO9470063,24/10/2022,07/12/2022,1489,156.93,233668.77,44
ART00161,MAG013,SUP078,LE002,PO6385249,24/07/2024,09/09/2024,1079,109.88,118560.52,47
ART00247,MAG018,SUP015,LE003,PO1506025,16/03/2022,11/05/2022,122,42.24,5153.28,56
ART00621,MAG001,SUP022,LE001,PO5801935,17/09/2023,20/10/2023,1922,1376.58,2645786.76,33
ART00811,MAG007,SUP077,LE001,PO4939519,19/08/2022,17/09/2022,1531,27.76,42500.56,29
ART00408,MAG014,SUP041,LE002,PO5298564,21/11/2021,04/01/2022,962,18.88,18162.56,44
ART00900,MAG018,SUP060,LE003,PO4454191,27/07/2023,,908,137.71,125040.68,
ART00386,MAG007,SUP024,LE001,PO6483302,15/09/2021,,530,159.74,84662.2,
ART00366,MAG018,SUP072,LE003,PO1439253,31/12/2021,,1944,648.78,1261228.32,
ART00270,MAG014,SUP004,LE002,PO7644287,18/07/2023,13/09/2023,1968,36.68,72186.24,57
ART00221,MAG013,SUP056,LE002,PO3137747,17/03/2021,23/03/2021,501,284.33,142449.33,6
ART00255,MAG014,SUP062,LE002,PO1251875,11/07/2023,24/08/2023,58,9.29,538.82,44
ART00573,MAG005,SUP080,LE001,PO3928580,14/01/2022,08/02/2022,259,29.9,7744.1,25
ART00288,MAG003,SUP001,LE001,PO3602512,04/05/2022,19/05/2022,1721,330.05,568016.05,15
ART00339,MAG005,SUP054,LE001,PO3320484,07/09/2022,19/10/2022,135,274.46,37052.1,42
ART00891,MAG008,SUP026,LE001,PO4807310,26/06/2023,06/08/2023,25,402.17,10054.25,41
ART00627,MAG008,SUP057,LE001,PO8486014,14/01/2022,26/01/2022,1512,32.11,48550.32,12
ART00539,MAG015,SUP067,LE002,PO8578492,06/07/2024,,712,136.78,97387.36,
ART00310,MAG006,SUP026,LE001,PO7413709,15/09/2022,,31,152.47,4726.57,
ART00595,MAG019,SUP005,LE003,PO9516803,29/10/2021,09/11/2021,1360,424.59,577442.4,11
ART00606,MAG008,SUP028,LE001,PO9006540,17/09/2022,22/09/2022,990,19.02,18829.8,5
ART00091,MAG015,SUP051,LE002,PO9853028,23/07/2022,14/08/2022,1416,75.37,106723.92,22
ART00767,MAG018,SUP020,LE003,PO5704773,29/12/2021,09/01/2022,165,208.48,34399.2,11
ART00730,MAG018,SUP076,LE003,PO8846733,04/03/2022,29/03/2022,98,15.46,1515.08,24
ART00644,MAG007,SUP071,LE001,PO4461373,16/09/2022,23/09/2022,27,6.35,171.45,7
ART00878,MAG007,SUP057,LE001,PO8295362,10/04/2023,15/05/2023,1542,10.48,16160.16,35
ART00661,MAG003,SUP024,LE001,PO4148074,08/06/2023,28/06/2023,164,36.42,5972.88,20
ART00909,MAG002,SUP072,LE001,PO7856804,21/03/2024,09/05/2024,1142,1407.79,1607696.18,49
ART00258,MAG001,SUP010,LE001,PO6720229,11/05/2024,08/07/2024,972,32.3,31395.6,58
ART00389,MAG008,SUP065,LE001,PO2138567,08/02/2023,17/03/2023,1386,113.23,156936.78,37
ART00995,MAG007,SUP009,LE001,PO7718584,13/06/2021,,317,143.78,45578.26,
