MATNR,LGORT_ID,LIEF_ID,LEGAL_ENTITY,EBELN,BEDAT,EINDT,QTY,PREZZO_UN,VALORE_TOT,LEAD_TIME_GG
ART00071,MAG009,SUP041,LE002,PO6159706,20220903,20221016,1361,6.74,9173.14,43
ART00051,MAG004,SUP046,LE001,PO7245099,20220510,,459,543.62,249521.58,
ART00764,MAG004,SUP003,LE001,PO9843153,20211226,20220224,1551,110.61,171556.11,60
ART00525,MAG007,SUP072,LE001,PO2063226,20210120,,525,25.27,13266.75,
ART00674,MAG010,SUP075,LE002,PO4680567,20220507,20220604,431,51.33,22123.23,28
ART00960,MAG020,SUP071,LE003,PO8492978,20240523,20240706,1656,9.13,15119.28,44
ART00005,MAG007,SUP070,LE001,PO5057009,20210814,20210917,790,26.72,21108.8,34
ART00794,MAG011,SUP071,LE002,PO4307705,20220411,20220519,258,21.59,5570.22,38
ART00592,MAG013,SUP010,LE002,PO1902865,20230517,20230702,1791,578.32,1035771.12,46
ART00746,MAG017,SUP061,LE003,PO1102472,20230904,,1216,15.53,18884.48,
ART00044,MAG011,SUP014,LE002,PO4158992,20231207,20231215,1125,220.84,248445,8
ART00912,MAG003,SUP004,LE001,PO1617126,20210114,20210311,12,17.55,210.6,56
ART00499,MAG003,SUP002,LE001,PO9164716,20221118,20221207,38,11.34,430.92,19
ART00669,MAG001,SUP069,LE001,PO9802516,20241018,20241130,1531,1875.9,2872002.9,43
ART00915,MAG008,SUP015,LE001,PO1671815,20210821,20211010,1153,8.1,9339.3,50
ART00870,MAG002,SUP055,LE001,PO9958005,20210224,20210307,868,210.83,183000.44,11
ART00679,MAG010,SUP043,LE002,PO2437594,20230823,,1496,24.59,36786.64,
ART00904,MAG011,SUP026,LE002,PO4518398,20230113,20230223,1643,333.49,547924.07,41
ART00833,MAG002,SUP026,LE001,PO9600189,20220920,20221022,1575,334.35,526601.25,32
ART00571,MAG008,SUP033,LE001,PO4318405,20210705,20210805,116,4.59,532.44,31
ART00231,MAG006,SUP012,LE001,PO2289227,20230301,20230322,6,652.93,3917.58,21
ART00898,MAG003,SUP027,LE001,PO2412772,20210621,20210808,1632,11.12,18147.84,48
ART00249,MAG016,SUP046,LE003,PO7174958,20240224,20240303,1503,587.6,883162.8,8
ART00226,MAG018,SUP050,LE003,PO9780198,20221111,20230102,692,395.89,273955.88,52
ART00430,MAG016,SUP050,LE003,PO5908987,20211227,20220216,742,83.28,61793.76,51
ART00262,MAG008,SUP072,LE001,PO8489171,20210521,,140,1146.96,160574.4,
ART00912,MAG008,SUP057,LE001,PO3659742,20241025,20241212,878,15.76,13837.28,48
ART00796,MAG012,SUP013,LE002,PO4153834,20231022,20231219,1782,121.07,215746.74,58
ART00007,MAG002,SUP020,LE001,PO5195779,20230411,,239,167.38,40003.82,
ART00300,MAG018,SUP074,LE003,PO1758027,20211121,20211217,1002,82.29,82454.58,26
ART00752,MAG017,SUP024,LE003,PO7220078,20210925,20211029,1025,277.14,284068.5,34
ART00791,MAG014,SUP031,LE002,PO1175605,20220121,20220209,522,393.19,205245.18,19
ART00071,MAG013,SUP002,LE002,PO9908430,20230816,20231001,473,7.07,3344.11,46
ART00913,MAG009,SUP063,LE002,PO2965183,20241019,20241121,1037,2228.56,2311016.72,33
ART00561,MAG020,SUP044,LE003,PO7855059,20210620,,1331,228.36,303947.16,
ART00480,MAG002,SUP043,LE001,PO8267411,20241210,20250102,814,67.85,55229.9,23
ART00300,MAG010,SUP059,LE002,PO3878587,20230216,20230323,1124,87.3,98125.2,35
ART00145,MAG006,SUP076,LE001,PO7882913,20241011,20241206,927,33.82,31351.14,57
ART00687,MAG008,SUP074,LE001,PO1391479,20221108,,47,5.91,277.77,
ART00382,MAG008,SUP027,LE001,PO2859024,20210306,20210426,1307,281.12,367423.84,51
ART00372,MAG004,SUP051,LE001,PO5286097,20220918,20221116,1927,397.57,766117.39,59
ART00598,MAG015,SUP008,LE002,PO2163431,20240916,20241110,1239,15.11,18721.29,55
ART00965,MAG001,SUP051,LE001,PO9540467,20221206,20230106,1196,137.01,163863.96,31
ART00170,MAG013,SUP078,LE002,PO8272858,20211108,20220102,469,3.64,1707.16,55
ART00409,MAG019,SUP010,LE003,PO5996908,20240915,20241002,1166,724.24,844463.84,17
ART00736,MAG004,SUP040,LE001,PO3754913,20240504,20240615,1576,7303.39,11510142.64,42
ART00435,MAG003,SUP068,LE001,PO6016632,20220217,20220326,1657,217.26,359999.82,37
ART00568,MAG008,SUP036,LE001,PO8171229,20220918,20221023,787,1339.95,1054540.65,35
ART00308,MAG013,SUP015,LE002,PO5963451,20240822,20240901,280,136.4,38192,10
ART00866,MAG019,SUP058,LE003,PO6880010,20220227,20220408,839,53.18,44618.02,40
ART00743,MAG005,SUP068,LE001,PO9719703,20240925,20241014,312,595.73,185867.76,19
ART00011,MAG012,SUP008,LE002,PO5566126,20230827,20231025,111,138.8,15406.8,59
ART00871,MAG005,SUP045,LE001,PO7687536,20220506,20220619,602,14.47,8710.94,44
ART00452,MAG009,SUP047,LE002,PO7576863,20220711,20220813,622,6152.55,3826886.1,33
ART00023,MAG002,SUP068,LE001,PO2978668,20220727,20220828,1351,531.92,718623.92,32
ART00174,MAG018,SUP041,LE003,PO1391471,20210620,,102,18.22,1858.44,
ART00427,MAG019,SUP068,LE003,PO6745743,20240328,20240404,236,246.26,58117.36,7
ART00855,MAG007,SUP040,LE001,PO2802619,20240121,20240225,1736,3892.5,6757380,35
ART00996,MAG013,SUP061,LE002,PO7858419,20211207,20211227,1716,122.85,210810.6,20
ART00143,MAG008,SUP065,LE001,PO9637891,20231116,20231231,1816,83.19,151073.04,45
ART00438,MAG009,SUP029,LE002,PO5377307,20241209,20241230,1026,107.03,109812.78,21
ART00562,MAG010,SUP007,LE002,PO8099449,20210407,20210529,1856,684.17,1269819.52,52
ART00479,MAG009,SUP053,LE002,PO5528885,20211027,20211218,633,3.12,1974.96,52
ART00833,MAG006,SUP008,LE001,PO1049979,20241010,20241013,427,278.05,118727.35,3
ART00725,MAG010,SUP061,LE002,PO4134515,20240118,20240203,1684,536.44,903364.96,16
ART00696,MAG008,SUP011,LE001,PO3823059,20230605,20230722,284,15.22,4322.48,47
ART00080,MAG010,SUP015,LE002,PO4696682,20230506,20230522,1288,271.29,349421.52,16
ART00470,MAG013,SUP029,LE002,PO9386059,20240927,20241007,1021,167.43,170946.03,10
ART00123,MAG008,SUP048,LE001,PO7595593,20220328,20220504,1025,12.61,12925.25,37
ART00683,MAG008,SUP069,LE001,PO7933709,20220924,20221014,1833,3230.08,5920736.64,20
ART00518,MAG013,SUP046,LE002,PO7099244,20220609,20220721,646,6989.54,4515242.84,42
ART00546,MAG006,SUP050,LE001,PO4240456,20241015,,1595,39.81,63496.95,
ART00286,MAG006,SUP046,LE001,PO8140097,20240725,20240915,1319,623.3,822132.7,52
ART00473,MAG019,SUP034,LE003,PO5349729,20230826,20231004,1880,236.72,445033.6,39
ART00947,MAG018,SUP058,LE003,PO5061473,20211022,20211113,1353,32.4,43837.2,23
ART00738,MAG013,SUP032,LE002,PO7428257,20210522,20210626,1116,142.36,158873.76,35
ART00080,MAG019,SUP055,LE003,PO1786806,20230120,20230226,1794,278.39,499431.66,37
ART00337,MAG005,SUP069,LE001,PO3863534,20210802,20210909,479,3567.65,1708904.35,38
ART00209,MAG017,SUP072,LE003,PO2114870,20220210,20220329,1806,660.24,1192393.44,47
ART00327,MAG011,SUP039,LE002,PO2932582,20220915,20221009,731,86.35,63121.85,24
ART00966,MAG007,SUP007,LE001,PO9094108,20220701,20220726,248,37.16,9215.68,25
ART00993,MAG009,SUP016,LE002,PO9620135,20220924,20221024,1633,45.94,75020.02,30
ART00953,MAG017,SUP028,LE003,PO2679186,20240604,20240719,323,5118.59,1653304.57,45
ART00576,MAG010,SUP004,LE002,PO9414344,20220217,,100,84.81,8481,
ART00687,MAG008,SUP071,LE001,PO2122897,20210717,20210803,769,8.1,6228.9,17
ART00377,MAG011,SUP006,LE002,PO3158163,20210324,,1713,4268.55,7312026.15,
ART00704,MAG017,SUP053,LE003,PO6806552,20231205,20240129,1426,20.11,28676.86,55
ART00592,MAG012,SUP005,LE002,PO9284517,20210107,20210117,853,726.11,619371.83,10
ART00426,MAG014,SUP055,LE002,PO7461958,20210102,,1625,26.39,42883.75,
ART00305,MAG011,SUP035,LE002,PO6013380,20210712,20210809,953,664.8,633554.4,28
ART00424,MAG016,SUP079,LE003,PO9988130,20221102,20221217,305,11.1,3385.5,45
ART00071,MAG013,SUP077,LE002,PO4338902,20240916,20241023,1180,7.33,8649.4,37
ART00383,MAG010,SUP075,LE002,PO7315858,20230609,20230714,1238,116.68,144449.84,35
ART00161,MAG010,SUP059,LE002,PO3884692,20220115,20220121,101,109.78,11087.78,6
ART00018,MAG003,SUP004,LE001,PO8023244,20220814,20220831,1327,71.56,94960.12,17
ART00948,MAG008,SUP062,LE001,PO8955392,20231012,,1523,398.35,606687.05,
ART00009,MAG007,SUP005,LE001,PO7655342,20231215,20240125,295,200.21,59061.95,41
ART00500,MAG020,SUP025,LE003,PO5362670,20240106,20240124,192,181.8,34905.6,18
ART00980,MAG014,SUP079,LE002,PO6951028,20230606,20230618,746,3.29,2454.34,12
ART00861,MAG018,SUP029,LE003,PO7853740,20240718,20240911,1421,162.86,231424.06,55
ART00516,MAG005,SUP044,LE001,PO3430217,20240421,20240426,1983,200.19,396976.77,5
ART00889,MAG005,SUP019,LE001,PO2220563,20210828,20210923,1438,1434.37,2062624.06,26
ART00681,MAG007,SUP002,LE001,PO2044562,20221023,20221201,1477,21.21,31327.17,39
ART00575,MAG013,SUP014,LE002,PO4417820,20241101,20241119,1459,272.1,396993.9,18
ART00990,MAG015,SUP051,LE002,PO2844748,20220307,20220505,381,160.74,61241.94,59
ART00551,MAG008,SUP021,LE001,PO2267813,20210714,20210726,1262,583.81,736768.22,12
ART00257,MAG014,SUP066,LE002,PO6867516,20210817,20210925,46,1171.25,53877.5,39
ART00231,MAG002,SUP012,LE001,PO6580396,20221225,20230111,356,612.69,218117.64,17
ART00971,MAG015,SUP001,LE002,PO2695543,20231018,20231214,900,74.18,66762,57
ART00948,MAG004,SUP025,LE001,PO8766073,20230310,20230420,1417,456.61,647016.37,41
ART00288,MAG005,SUP071,LE001,PO6393288,20210410,20210529,1612,384.19,619314.28,49
ART00623,MAG020,SUP001,LE003,PO4270386,20240202,20240318,1161,815.57,946876.77,45
ART00541,MAG018,SUP016,LE003,PO4771950,20230916,20231112,942,1637.94,1542939.48,57
ART00150,MAG004,SUP005,LE001,PO9407719,20210112,20210215,278,710.14,197418.92,34
ART00707,MAG019,SUP044,LE003,PO5186646,20240210,20240405,1179,324.35,382408.65,55
ART00320,MAG002,SUP074,LE001,PO1422631,20230715,,606,24.82,15040.92,
ART00816,MAG015,SUP062,LE002,PO1318943,20231120,20231226,611,197.89,120910.79,36
ART00467,MAG009,SUP003,LE002,PO1856869,20230625,20230708,221,34.56,7637.76,13
ART00949,MAG011,SUP069,LE002,PO8647868,20210304,20210424,863,4707.69,4062736.47,51
ART00407,MAG009,SUP023,LE002,PO3550155,20230928,20231125,1537,420.01,645555.37,59
ART00865,MAG001,SUP036,LE001,PO1562515,20240112,20240215,1583,32.77,51874.91,34
ART00780,MAG002,SUP068,LE001,PO1852898,20210501,,155,71.35,11059.25,
ART00278,MAG009,SUP030,LE002,PO9319383,20230203,20230216,1334,24.89,33203.26,13
ART00777,MAG006,SUP005,LE001,PO5878936,20240226,20240301,521,570.33,297141.93,4
ART00194,MAG019,SUP074,LE003,PO9297565,20230222,20230406,106,25.69,2723.14,43
ART00749,MAG020,SUP072,LE003,PO6876451,20210521,20210609,1157,2004.23,2318894.11,19
ART00038,MAG016,SUP047,LE003,PO5254911,20220426,20220521,1370,1356.39,1858254.3,25
ART00298,MAG011,SUP022,LE002,PO9045167,20240715,20240808,530,19.3,10229,24
ART00059,MAG010,SUP044,LE002,PO5538294,20240506,20240625,88,186.13,16379.44,50
ART00500,MAG009,SUP020,LE002,PO5377962,20210509,20210614,1252,178.65,223669.8,36
ART00389,MAG016,SUP024,LE003,PO5451105,20220717,20220812,1522,133.99,203932.78,26
ART00457,MAG017,SUP065,LE003,PO8355025,20210616,20210731,792,501.41,397116.72,45
ART00112,MAG005,SUP067,LE001,PO8231093,20221217,20230131,360,56.17,20221.2,45
ART00246,MAG001,SUP071,LE001,PO4568669,20211221,20211228,1296,7.11,9214.56,7
ART00519,MAG019,SUP059,LE003,PO4341690,20230531,,1924,235.63,453352.12,
ART00662,MAG019,SUP052,LE003,PO1606937,20220115,20220312,1736,197.08,342130.88,56
ART00468,MAG010,SUP058,LE002,PO2029932,20211023,20211105,28,35.27,987.56,13
ART00647,MAG009,SUP028,LE002,PO4774127,20240522,20240629,1998,2964.34,5922751.32,38
ART00042,MAG004,SUP046,LE001,PO6354106,20240616,20240721,216,313.35,67683.6,35
ART00879,MAG001,SUP022,LE001,PO6476343,20221227,20230203,1084,70.06,75945.04,38
ART00965,MAG001,SUP057,LE001,PO8134252,20211024,20211103,1957,128.24,250965.68,10
ART00325,MAG007,SUP041,LE001,PO1350226,20241022,,79,72.17,5701.43,
ART00717,MAG009,SUP047,LE002,PO1528644,20240421,20240521,1583,4169.53,6600365.99,30
ART00094,MAG007,SUP041,LE001,PO6462961,20221104,20221112,1044,28.77,30035.88,8
ART00562,MAG018,SUP062,LE003,PO6189359,20231013,20231124,406,632.75,256896.5,42
ART00126,MAG009,SUP069,LE002,PO5161706,20220509,20220612,1508,87.7,132251.6,34
ART00505,MAG019,SUP028,LE003,PO9200092,20230208,,958,706.66,676980.28,
ART00578,MAG010,SUP046,LE002,PO5400557,20230622,20230708,657,783.25,514595.25,16
ART00092,MAG015,SUP009,LE002,PO5249307,20210705,20210814,729,233.55,170257.95,40
ART00925,MAG010,SUP073,LE002,PO9623175,20240315,20240501,1941,6.75,13101.75,47
ART00765,MAG016,SUP043,LE003,PO9741873,20240328,,1293,37.95,49069.35,
ART00423,MAG003,SUP039,LE001,PO1529207,20241107,20241208,1242,21.08,26181.36,31
ART00211,MAG001,SUP053,LE001,PO2802297,20220129,20220224,1273,22.38,28489.74,26
ART00370,MAG009,SUP008,LE002,PO3302618,20240101,20240114,209,148.52,31040.68,13
ART00187,MAG010,SUP015,LE002,PO7372685,20230408,20230606,9,171.4,1542.6,59
ART00158,MAG012,SUP065,LE002,PO7130063,20210122,,988,11.36,11223.68,
ART00279,MAG013,SUP043,LE002,PO2858560,20210610,20210724,1351,41.73,56377.23,44
ART00108,MAG008,SUP069,LE001,PO1087422,20210614,20210620,964,2248.08,2167149.12,6
ART00279,MAG012,SUP056,LE002,PO8025644,20240208,20240216,1520,33.11,50327.2,8
ART00130,MAG012,SUP056,LE002,PO5722622,20210712,20210830,656,154.58,101404.48,49
ART00205,MAG015,SUP007,LE002,PO3100755,20230325,,1355,7.23,9796.65,
ART00237,MAG003,SUP008,LE001,PO3912881,20230323,20230423,466,102.15,47601.9,31
ART00475,MAG006,SUP052,LE001,PO2279921,20220701,20220724,1944,276.45,537418.8,23
ART00355,MAG017,SUP016,LE003,PO8824484,20210727,20210922,407,2484.94,1011370.58,57
ART00528,MAG018,SUP080,LE003,PO5096853,20241030,20241212,999,15.96,15944.04,43
ART00358,MAG005,SUP073,LE001,PO4053223,20210130,20210224,1461,8.58,12535.38,25
ART00728,MAG005,SUP037,LE001,PO7354887,20240906,,1873,147.58,276417.34,
ART00481,MAG002,SUP076,LE001,PO5273628,20220213,20220322,1764,236.6,417362.4,37
ART00973,MAG017,SUP002,LE003,PO2575532,20220918,20221021,1674,189.91,317909.34,33
ART00442,MAG009,SUP053,LE002,PO8975116,20230406,20230429,1213,1.43,1734.59,23
ART00088,MAG007,SUP067,LE001,PO6166749,20210515,20210622,1313,47.85,62827.05,38
ART00849,MAG018,SUP010,LE003,PO1113169,20221002,,705,293.99,207262.95,
ART00178,MAG020,SUP048,LE003,PO1764067,20241224,20250110,952,51.79,49304.08,17
ART00517,MAG003,SUP030,LE001,PO2753688,20230211,20230406,638,14.59,9308.42,54
ART00022,MAG014,SUP003,LE002,PO8447694,20241124,20250110,730,173.67,126779.1,47
ART00681,MAG011,SUP057,LE002,PO6038626,20231208,20231215,1839,19.47,35805.33,7
ART00310,MAG003,SUP024,LE001,PO1788717,20230322,20230508,1178,172.34,203016.52,47
ART00256,MAG015,SUP032,LE002,PO7051043,20241221,,576,160.93,92695.68,
ART00331,MAG007,SUP077,LE001,PO8927531,20210922,20211106,231,7.31,1688.61,45
ART00062,MAG004,SUP012,LE001,PO2407692,20220715,20220820,1775,78.98,140189.5,36
ART00381,MAG019,SUP003,LE003,PO7137622,20230715,20230821,230,148.88,34242.4,37
ART00988,MAG006,SUP034,LE001,PO7657276,20230422,20230517,1190,75.94,90368.6,25
ART00406,MAG008,SUP003,LE001,PO4577825,20240129,20240319,856,81.42,69695.52,50
ART00131,MAG015,SUP015,LE002,PO4812492,20240731,20240924,1553,12.29,19086.37,55
ART00409,MAG003,SUP012,LE001,PO9186187,20241124,20241229,362,746.53,270243.86,35
ART00515,MAG002,SUP064,LE001,PO7593987,20230129,20230318,487,38.53,18764.11,48
ART00556,MAG002,SUP074,LE001,PO7918546,20241204,,20,19.98,399.6,
ART00026,MAG003,SUP012,LE001,PO3214355,20230409,20230603,237,443.16,105028.92,55
ART00348,MAG017,SUP017,LE003,PO8784977,20240914,20241103,1208,1616.12,1952272.96,50
ART00649,MAG006,SUP012,LE001,PO8780299,20210528,20210608,1947,166.62,324409.14,11
ART00916,MAG020,SUP004,LE003,PO2387202,20240306,20240408,1039,34.18,35513.02,33
ART00049,MAG010,SUP033,LE002,PO5641078,20220321,,1612,85.56,137922.72,
ART00165,MAG020,SUP063,LE003,PO7910106,20230808,20230912,893,5.17,4616.81,35
ART00575,MAG015,SUP027,LE002,PO3261372,20220601,20220608,1321,301.36,398096.56,7
ART00566,MAG017,SUP070,LE003,PO1770485,20220210,20220324,834,182.53,152230.02,42
ART00698,MAG008,SUP025,LE001,PO9446688,20231225,20240101,41,153.23,6282.43,7
ART00024,MAG017,SUP064,LE003,PO6376130,20210719,20210805,1258,267.21,336150.18,17
ART00176,MAG011,SUP052,LE002,PO9999420,20210526,20210707,495,635.58,314612.1,42
ART00027,MAG004,SUP011,LE001,PO6698409,20240126,20240325,1707,19.4,33115.8,59
ART00010,MAG003,SUP021,LE001,PO9133713,20231020,20231128,1382,259.28,358324.96,39
ART00903,MAG006,SUP076,LE001,PO3611432,20210220,20210314,1242,18.51,22989.42,22
ART00021,MAG005,SUP037,LE001,PO4227226,20220307,20220310,524,97.21,50938.04,3
ART00872,MAG010,SUP059,LE002,PO2200953,20240603,20240703,1286,175.82,226104.52,30
ART00919,MAG005,SUP020,LE001,PO4737944,20240815,20240826,1116,304.73,340078.68,11
ART00164,MAG016,SUP061,LE003,PO5496119,20220310,20220422,357,17.36,6197.52,43
ART00607,MAG008,SUP003,LE001,PO9364155,20231003,20231111,1780,171.75,305715,39
ART00913,MAG012,SUP040,LE002,PO5327198,20211001,20211127,561,1831.04,1027213.44,57
ART00634,MAG015,SUP047,LE002,PO1775703,20210506,20210613,1513,5328.8,8062474.4,38
ART00784,MAG014,SUP040,LE002,PO9262408,20230713,20230817,303,10.14,3072.42,35
ART00582,MAG018,SUP058,LE003,PO9494675,20240306,20240325,1220,10.22,12468.4,19
ART00185,MAG020,SUP065,LE003,PO9826971,20210415,20210528,67,196.24,13148.08,43
ART00532,MAG016,SUP003,LE003,PO2753606,20220428,,1990,204.43,406815.7,
ART00903,MAG003,SUP076,LE001,PO2457520,20240205,20240328,713,15.66,11165.58,52
ART00149,MAG013,SUP042,LE002,PO6409368,20210910,20211012,771,25.62,19753.02,32
ART00555,MAG010,SUP077,LE002,PO7894983,20240814,20240831,185,18.83,3483.55,17
ART00882,MAG008,SUP017,LE001,PO8240831,20240224,20240407,562,80.69,45347.78,43
ART00539,MAG018,SUP075,LE003,PO2969067,20230331,20230427,1012,105.06,106320.72,27
ART00159,MAG020,SUP065,LE003,PO5208449,20210204,,857,590.25,505844.25,
ART00441,MAG014,SUP027,LE002,PO7977471,20220823,,1564,2071.95,3240529.8,
ART00567,MAG011,SUP022,LE002,PO9503882,20230821,20230928,413,211.25,87246.25,38
ART00469,MAG018,SUP054,LE003,PO5112947,20240426,20240528,405,262.2,106191,32
ART00319,MAG013,SUP043,LE002,PO9467779,20210528,20210702,1046,155.18,162318.28,35
ART00980,MAG012,SUP042,LE002,PO3641341,20230923,20230929,1683,2.37,3988.71,6
ART00823,MAG011,SUP080,LE002,PO8703855,20230131,20230212,1615,20.75,33511.25,12
ART00795,MAG009,SUP079,LE002,PO2783732,20210622,20210818,1986,20.21,40137.06,57
ART00489,MAG003,SUP048,LE001,PO7967381,20240916,20241025,1815,61,110715,39
ART00581,MAG008,SUP003,LE001,PO1505803,20210314,20210403,1510,94.4,142544,20
ART00837,MAG007,SUP011,LE001,PO3656206,20241016,20241215,1965,155.09,304751.85,60
ART00712,MAG002,SUP020,LE001,PO8667557,20210926,20211120,993,261.39,259560.27,55
ART00921,MAG018,SUP055,LE003,PO6982456,20220501,20220604,1447,212.55,307559.85,34
ART00700,MAG020,SUP001,LE003,PO9236515,20240103,20240117,314,21.17,6647.38,14
ART00426,MAG010,SUP080,LE002,PO9153012,20221023,20221201,928,33.19,30800.32,39
ART00067,MAG012,SUP014,LE002,PO6517514,20220506,20220519,1143,385.87,441049.41,13
ART00795,MAG015,SUP018,LE002,PO9136901,20220307,20220402,49,25.25,1237.25,26
ART00727,MAG003,SUP053,LE001,PO1602227,20220909,20220920,582,28.78,16749.96,11
ART00617,MAG019,SUP039,LE003,PO6847740,20231212,,720,5184.67,3732962.4,
ART00278,MAG020,SUP041,LE003,PO7491541,20230422,20230428,1149,22.73,26116.77,6
ART00331,MAG002,SUP071,LE001,PO1819321,20210527,20210630,690,6.59,4547.1,34
ART00283,MAG019,SUP043,LE003,PO8593913,20220718,20220817,1084,18.02,19533.68,30
ART00389,MAG006,SUP029,LE001,PO3702512,20220113,20220306,527,106.01,55867.27,52
ART00720,MAG018,SUP029,LE003,PO3552814,20230319,20230501,1316,101.36,133389.76,43
ART00096,MAG018,SUP014,LE003,PO9161546,20240405,20240514,1686,30.21,50934.06,39
ART00654,MAG020,SUP048,LE003,PO1606419,20240208,20240408,40,3.55,142,60
ART00188,MAG007,SUP069,LE001,PO9997871,20210607,20210801,1825,4125.33,7528727.25,55
ART00136,MAG011,SUP040,LE002,PO6932634,20220428,20220506,286,4728.02,1352213.72,8
ART00293,MAG012,SUP035,LE002,PO9579647,20210411,,1986,626.82,1244864.52,
ART00699,MAG009,SUP011,LE002,PO9682603,20221025,20221221,411,349.73,143739.03,57
ART00475,MAG011,SUP045,LE002,PO8905044,20211011,20211117,853,287.82,245510.46,37
ART00898,MAG004,SUP027,LE001,PO4655821,20241114,,1891,10.4,19666.4,
ART00031,MAG003,SUP022,LE001,PO6877450,20210803,,1688,238.47,402537.36,
ART00011,MAG017,SUP034,LE003,PO6819970,20231222,20240127,1345,159.32,214285.4,36
ART00227,MAG018,SUP050,LE003,PO7620713,20240102,20240129,169,50.75,8576.75,27
ART00884,MAG009,SUP070,LE002,PO8128605,20240828,20240929,168,408.84,68685.12,32
ART00237,MAG011,SUP003,LE002,PO2912556,20220811,20220916,1685,101.31,170707.35,36
ART00386,MAG008,SUP024,LE001,PO2339820,20241210,20241229,1715,166.05,284775.75,19
ART00740,MAG006,SUP027,LE001,PO8064275,20210807,20210902,1378,32.68,45033.04,26
ART00322,MAG011,SUP026,LE002,PO8789014,20211104,20211210,434,87.12,37810.08,36
ART00281,MAG012,SUP068,LE002,PO6824851,20241123,20250104,444,42.33,18794.52,42
ART00439,MAG004,SUP035,LE001,PO1318883,20240730,20240821,1796,343.12,616243.52,22
ART00696,MAG015,SUP075,LE002,PO5137609,20210205,20210321,965,18.11,17476.15,44
ART00316,MAG019,SUP048,LE003,PO1819766,20230110,20230208,554,42.12,23334.48,29
ART00966,MAG011,SUP068,LE002,PO8827526,20240416,20240604,1880,48.89,91913.2,49
ART00131,MAG005,SUP042,LE001,PO6083464,20231211,20231218,1071,10.83,11598.93,7
ART00992,MAG013,SUP064,LE002,PO3547345,20231111,,1236,255.76,316119.36,
ART00236,MAG015,SUP051,LE002,PO5923661,20240731,20240924,296,119.36,35330.56,55
ART00351,MAG004,SUP057,LE001,PO8560589,20210418,20210531,407,32.49,13223.43,43
ART00606,MAG001,SUP018,LE001,PO4766077,20220325,20220513,148,20.25,2997,49
ART00121,MAG004,SUP071,LE001,PO8189625,20210127,20210209,416,67.3,27996.8,13
ART00557,MAG008,SUP036,LE001,PO7161467,20230319,20230402,813,230.98,187786.74,14
ART00317,MAG011,SUP048,LE002,PO8006883,20230915,,1044,71.12,74249.28,
ART00344,MAG015,SUP073,LE002,PO9924596,20231223,20240102,814,85.17,69328.38,10
ART00644,MAG019,SUP042,LE003,PO6097372,20211227,20220110,1840,8.55,15732,14
ART00616,MAG006,SUP011,LE001,PO6852318,20211009,20211016,265,156.54,41483.1,7
ART00529,MAG002,SUP021,LE001,PO4970603,20220702,20220710,723,438.34,316919.82,8
ART00064,MAG014,SUP021,LE002,PO3223884,20210703,20210826,222,7285.16,1617305.52,54
ART00255,MAG019,SUP042,LE003,PO2950055,20230617,20230621,309,11.87,3667.83,4
ART00698,MAG008,SUP044,LE001,PO2536597,20220504,20220521,1546,131.08,202649.68,17
ART00477,MAG010,SUP050,LE002,PO5118306,20241218,20250107,651,229.84,149625.84,20
ART00007,MAG017,SUP054,LE003,PO2179943,20240807,20240921,1172,126.42,148164.24,45
ART00953,MAG019,SUP044,LE003,PO6145952,20240907,20241012,1513,5753.27,8704697.51,35
ART00133,MAG005,SUP071,LE001,PO1001331,20220715,20220809,171,23.08,3946.68,25
ART00472,MAG020,SUP043,LE003,PO7582435,20210202,20210210,1851,26.2,48496.2,8
ART00637,MAG010,SUP035,LE002,PO5966550,20210629,20210711,557,181.94,101340.58,12
ART00692,MAG008,SUP073,LE001,PO8436920,20230323,20230330,654,39.83,26048.82,7
ART00011,MAG010,SUP080,LE002,PO9368082,20230208,20230329,226,162.89,36813.14,49
ART00765,MAG008,SUP074,LE001,PO9127326,20230307,20230421,1800,39.22,70596,45
ART00713,MAG011,SUP062,LE002,PO9284397,20230106,20230114,1893,560.75,1061499.75,8
ART00877,MAG011,SUP040,LE002,PO8125656,20240325,20240414,114,113.14,12897.96,20
ART00038,MAG020,SUP052,LE003,PO4243336,20220919,20221020,518,1748.7,905826.6,31
ART00571,MAG009,SUP020,LE002,PO8877730,20221004,20221010,198,6.14,1215.72,6
ART00401,MAG013,SUP052,LE002,PO3292735,20220125,20220209,20,3870.14,77402.8,15
ART00197,MAG019,SUP018,LE003,PO2825467,20221230,20230205,311,21.95,6826.45,37
ART00434,MAG015,SUP032,LE002,PO4931391,20240119,20240318,795,32.76,26044.2,59
ART00105,MAG017,SUP018,LE003,PO4609825,20240908,20241012,1849,19.35,35778.15,34
ART00886,MAG012,SUP034,LE002,PO8603511,20240424,20240528,1868,70.27,131264.36,34
ART00487,MAG011,SUP049,LE002,PO1782532,20240907,20240916,1648,136.75,225364,9
ART00923,MAG020,SUP039,LE003,PO7709755,20230209,20230317,115,196.86,22638.9,36
ART00521,MAG001,SUP073,LE001,PO7604733,20220725,20220810,717,39.33,28199.61,16
ART00503,MAG005,SUP025,LE001,PO5338013,20220212,20220411,1427,122.63,174993.01,58
ART00708,MAG007,SUP063,LE001,PO2760670,20210506,20210516,1602,735.08,1177598.16,10
ART00071,MAG001,SUP031,LE001,PO6167029,20211016,20211031,1322,8.77,11593.94,15
