ITEM_NO,WH_CODE,SUP_CODE,LE_CODE,PO_REF,PO_DATE,RCPT_DATE,QTY,PRICE,TOT_VAL,LEAD_DAYS
ART00481,MAG002,SUP076,LE001,PO5273628,02/13/2022,03/22/2022,1764,236.6,417362.4,37
ART00973,MAG017,SUP002,LE003,PO2575532,09/18/2022,10/21/2022,1674,189.91,317909.34,33
ART00442,MAG009,SUP053,LE002,PO8975116,04/06/2023,04/29/2023,1213,1.43,1734.59,23
ART00088,MAG007,SUP067,LE001,PO6166749,05/15/2021,06/22/2021,1313,47.85,62827.05,38
ART00849,MAG018,SUP010,LE003,PO1113169,10/02/2022,,705,293.99,207262.95,
ART00178,MAG020,SUP048,LE003,PO1764067,12/24/2024,01/10/2025,952,51.79,49304.08,17
ART00517,MAG003,SUP030,LE001,PO2753688,02/11/2023,04/06/2023,638,14.59,9308.42,54
ART00022,MAG014,SUP003,LE002,PO8447694,11/24/2024,01/10/2025,730,173.67,126779.1,47
ART00681,MAG011,SUP057,LE002,PO6038626,12/08/2023,12/15/2023,1839,19.47,35805.33,7
ART00310,MAG003,SUP024,LE001,PO1788717,03/22/2023,05/08/2023,1178,172.34,203016.52,47
ART00256,MAG015,SUP032,LE002,PO7051043,12/21/2024,,576,160.93,92695.68,
ART00331,MAG007,SUP077,LE001,PO8927531,09/22/2021,11/06/2021,231,7.31,1688.61,45
ART00062,MAG004,SUP012,LE001,PO2407692,07/15/2022,08/20/2022,1775,78.98,140189.5,36
ART00381,MAG019,SUP003,LE003,PO7137622,07/15/2023,08/21/2023,230,148.88,34242.4,37
ART00988,MAG006,SUP034,LE001,PO7657276,04/22/2023,05/17/2023,1190,75.94,90368.6,25
ART00406,MAG008,SUP003,LE001,PO4577825,01/29/2024,03/19/2024,856,81.42,69695.52,50
ART00131,MAG015,SUP015,LE002,PO4812492,07/31/2024,09/24/2024,1553,12.29,19086.37,55
ART00409,MAG003,SUP012,LE001,PO9186187,11/24/2024,12/29/2024,362,746.53,270243.86,35
ART00515,MAG002,SUP064,LE001,PO7593987,01/29/2023,03/18/2023,487,38.53,18764.11,48
ART00556,MAG002,SUP074,LE001,PO7918546,12/04/2024,,20,19.98,399.6,
ART00026,MAG003,SUP012,LE001,PO3214355,04/09/2023,06/03/2023,237,443.16,105028.92,55
ART00348,MAG017,SUP017,LE003,PO8784977,09/14/2024,11/03/2024,1208,1616.12,1952272.96,50
ART00649,MAG006,SUP012,LE001,PO8780299,05/28/2021,06/08/2021,1947,166.62,324409.14,11
ART00916,MAG020,SUP004,LE003,PO2387202,03/06/2024,04/08/2024,1039,34.18,35513.02,33
ART00049,MAG010,SUP033,LE002,PO5641078,03/21/2022,,1612,85.56,137922.72,
ART00165,MAG020,SUP063,LE003,PO7910106,08/08/2023,09/12/2023,893,5.17,4616.81,35
ART00575,MAG015,SUP027,LE002,PO3261372,06/01/2022,06/08/2022,1321,301.36,398096.56,7
ART00566,MAG017,SUP070,LE003,PO1770485,02/10/2022,03/24/2022,834,182.53,152230.02,42
ART00698,MAG008,SUP025,LE001,PO9446688,12/25/2023,01/01/2024,41,153.23,6282.43,7
ART00024,MAG017,SUP064,LE003,PO6376130,07/19/2021,08/05/2021,1258,267.21,336150.18,17
ART00176,MAG011,SUP052,LE002,PO9999420,05/26/2021,07/07/2021,495,635.58,314612.1,42
ART00027,MAG004,SUP011,LE001,PO6698409,01/26/2024,03/25/2024,1707,19.4,33115.8,59
ART00010,MAG003,SUP021,LE001,PO9133713,10/20/2023,11/28/2023,1382,259.28,358324.96,39
ART00903,MAG006,SUP076,LE001,PO3611432,02/20/2021,03/14/2021,1242,18.51,22989.42,22
ART00021,MAG005,SUP037,LE001,PO4227226,03/07/2022,03/10/2022,524,97.21,50938.04,3
ART00872,MAG010,SUP059,LE002,PO2200953,06/03/2024,07/03/2024,1286,175.82,226104.52,30
ART00919,MAG005,SUP020,LE001,PO4737944,08/15/2024,08/26/2024,1116,304.73,340078.68,11
ART00164,MAG016,SUP061,LE003,PO5496119,03/10/2022,04/22/2022,357,17.36,6197.52,43
ART00607,MAG008,SUP003,LE001,PO9364155,10/03/2023,11/11/2023,1780,171.75,305715,39
ART00913,MAG012,SUP040,LE002,PO5327198,10/01/2021,11/27/2021,561,1831.04,1027213.44,57
ART00634,MAG015,SUP047,LE002,PO1775703,05/06/2021,06/13/2021,1513,5328.8,8062474.4,38
ART00784,MAG014,SUP040,LE002,PO9262408,07/13/2023,08/17/2023,303,10.14,3072.42,35
ART00582,MAG018,SUP058,LE003,PO9494675,03/06/2024,03/25/2024,1220,10.22,12468.4,19
ART00185,MAG020,SUP065,LE003,PO9826971,04/15/2021,05/28/2021,67,196.24,13148.08,43
ART00532,MAG016,SUP003,LE003,PO2753606,04/28/2022,,1990,204.43,406815.7,
ART00903,MAG003,SUP076,LE001,PO2457520,02/05/2024,03/28/2024,713,15.66,11165.58,52
ART00149,MAG013,SUP042,LE002,PO6409368,09/10/2021,10/12/2021,771,25.62,19753.02,32
ART00555,MAG010,SUP077,LE002,PO7894983,08/14/2024,08/31/2024,185,18.83,3483.55,17
ART00882,MAG008,SUP017,LE001,PO8240831,02/24/2024,04/07/2024,562,80.69,45347.78,43
ART00539,MAG018,SUP075,LE003,PO2969067,03/31/2023,04/27/2023,1012,105.06,106320.72,27
ART00159,MAG020,SUP065,LE003,PO5208449,02/04/2021,,857,590.25,505844.25,
ART00441,MAG014,SUP027,LE002,PO7977471,08/23/2022,,1564,2071.95,3240529.8,
ART00567,MAG011,SUP022,LE002,PO9503882,08/21/2023,09/28/2023,413,211.25,87246.25,38
ART00469,MAG018,SUP054,LE003,PO5112947,04/26/2024,05/28/2024,405,262.2,106191,32
ART00319,MAG013,SUP043,LE002,PO9467779,05/28/2021,07/02/2021,1046,155.18,162318.28,35
ART00980,MAG012,SUP042,LE002,PO3641341,09/23/2023,09/29/2023,1683,2.37,3988.71,6
ART00823,MAG011,SUP080,LE002,PO8703855,01/31/2023,02/12/2023,1615,20.75,33511.25,12
ART00795,MAG009,SUP079,LE002,PO2783732,06/22/2021,08/18/2021,1986,20.21,40137.06,57
ART00489,MAG003,SUP048,LE001,PO7967381,09/16/2024,10/25/2024,1815,61,110715,39
ART00581,MAG008,SUP003,LE001,PO1505803,03/14/2021,04/03/2021,1510,94.4,142544,20
ART00837,MAG007,SUP011,LE001,PO3656206,10/16/2024,12/15/2024,1965,155.09,304751.85,60
ART00712,MAG002,SUP020,LE001,PO8667557,09/26/2021,11/20/2021,993,261.39,259560.27,55
ART00921,MAG018,SUP055,LE003,PO6982456,05/01/2022,06/04/2022,1447,212.55,307559.85,34
ART00700,MAG020,SUP001,LE003,PO9236515,01/03/2024,01/17/2024,314,21.17,6647.38,14
ART00426,MAG010,SUP080,LE002,PO9153012,10/23/2022,12/01/2022,928,33.19,30800.32,39
ART00067,MAG012,SUP014,LE002,PO6517514,05/06/2022,05/19/2022,1143,385.87,441049.41,13
ART00795,MAG015,SUP018,LE002,PO9136901,03/07/2022,04/02/2022,49,25.25,1237.25,26
ART00727,MAG003,SUP053,LE001,PO1602227,09/09/2022,09/20/2022,582,28.78,16749.96,11
ART00617,MAG019,SUP039,LE003,PO6847740,12/12/2023,,720,5184.67,3732962.4,
ART00278,MAG020,SUP041,LE003,PO7491541,04/22/2023,04/28/2023,1149,22.73,26116.77,6
ART00331,MAG002,SUP071,LE001,PO1819321,05/27/2021,06/30/2021,690,6.59,4547.1,34
ART00283,MAG019,SUP043,LE003,PO8593913,07/18/2022,08/17/2022,1084,18.02,19533.68,30
ART00389,MAG006,SUP029,LE001,PO3702512,01/13/2022,03/06/2022,527,106.01,55867.27,52
ART00720,MAG018,SUP029,LE003,PO3552814,03/19/2023,05/01/2023,1316,101.36,133389.76,43
ART00096,MAG018,SUP014,LE003,PO9161546,04/05/2024,05/14/2024,1686,30.21,50934.06,39
ART00654,MAG020,SUP048,LE003,PO1606419,02/08/2024,04/08/2024,40,3.55,142,60
ART00188,MAG007,SUP069,LE001,PO9997871,06/07/2021,08/01/2021,1825,4125.33,7528727.25,55
ART00136,MAG011,SUP040,LE002,PO6932634,04/28/2022,05/06/2022,286,4728.02,1352213.72,8
ART00293,MAG012,SUP035,LE002,PO9579647,04/11/2021,,1986,626.82,1244864.52,
ART00699,MAG009,SUP011,LE002,PO9682603,10/25/2022,12/21/2022,411,349.73,143739.03,57
ART00475,MAG011,SUP045,LE002,PO8905044,10/11/2021,11/17/2021,853,287.82,245510.46,37
ART00898,MAG004,SUP027,LE001,PO4655821,11/14/2024,,1891,10.4,19666.4,
ART00031,MAG003,SUP022,LE001,PO6877450,08/03/2021,,1688,238.47,402537.36,
ART00011,MAG017,SUP034,LE003,PO6819970,12/22/2023,01/27/2024,1345,159.32,214285.4,36
ART00227,MAG018,SUP050,LE003,PO7620713,01/02/2024,01/29/2024,169,50.75,8576.75,27
ART00884,MAG009,SUP070,LE002,PO8128605,08/28/2024,09/29/2024,168,408.84,68685.12,32
ART00237,MAG011,SUP003,LE002,PO2912556,08/11/2022,09/16/2022,1685,101.31,170707.35,36
ART00386,MAG008,SUP024,LE001,PO2339820,12/10/2024,12/29/2024,1715,166.05,284775.75,19
ART00740,MAG006,SUP027,LE001,PO8064275,08/07/2021,09/02/2021,1378,32.68,45033.04,26
ART00322,MAG011,SUP026,LE002,PO8789014,11/04/2021,12/10/2021,434,87.12,37810.08,36
ART00281,MAG012,SUP068,LE002,PO6824851,11/23/2024,01/04/2025,444,42.33,18794.52,42
ART00439,MAG004,SUP035,LE001,PO1318883,07/30/2024,08/21/2024,1796,343.12,616243.52,22
ART00696,MAG015,SUP075,LE002,PO5137609,02/05/2021,03/21/2021,965,18.11,17476.15,44
ART00316,MAG019,SUP048,LE003,PO1819766,01/10/2023,02/08/2023,554,42.12,23334.48,29
ART00966,MAG011,SUP068,LE002,PO8827526,04/16/2024,06/04/2024,1880,48.89,91913.2,49
ART00131,MAG005,SUP042,LE001,PO6083464,12/11/2023,12/18/2023,1071,10.83,11598.93,7
ART00992,MAG013,SUP064,LE002,PO3547345,11/11/2023,,1236,255.76,316119.36,
ART00236,MAG015,SUP051,LE002,PO5923661,07/31/2024,09/24/2024,296,119.36,35330.56,55
ART00351,MAG004,SUP057,LE001,PO8560589,04/18/2021,05/31/2021,407,32.49,13223.43,43
ART00606,MAG001,SUP018,LE001,PO4766077,03/25/2022,05/13/2022,148,20.25,2997,49
ART00121,MAG004,SUP071,LE001,PO8189625,01/27/2021,02/09/2021,416,67.3,27996.8,13
ART00557,MAG008,SUP036,LE001,PO7161467,03/19/2023,04/02/2023,813,230.98,187786.74,14
ART00317,MAG011,SUP048,LE002,PO8006883,09/15/2023,,1044,71.12,74249.28,
ART00344,MAG015,SUP073,LE002,PO9924596,12/23/2023,01/02/2024,814,85.17,69328.38,10
ART00644,MAG019,SUP042,LE003,PO6097372,12/27/2021,01/10/2022,1840,8.55,15732,14
ART00616,MAG006,SUP011,LE001,PO6852318,10/09/2021,10/16/2021,265,156.54,41483.1,7
ART00529,MAG002,SUP021,LE001,PO4970603,07/02/2022,07/10/2022,723,438.34,316919.82,8
ART00064,MAG014,SUP021,LE002,PO3223884,07/03/2021,08/26/2021,222,7285.16,1617305.52,54
ART00255,MAG019,SUP042,LE003,PO2950055,06/17/2023,06/21/2023,309,11.87,3667.83,4
ART00698,MAG008,SUP044,LE001,PO2536597,05/04/2022,05/21/2022,1546,131.08,202649.68,17
ART00477,MAG010,SUP050,LE002,PO5118306,12/18/2024,01/07/2025,651,229.84,149625.84,20
ART00007,MAG017,SUP054,LE003,PO2179943,08/07/2024,09/21/2024,1172,126.42,148164.24,45
ART00953,MAG019,SUP044,LE003,PO6145952,09/07/2024,10/12/2024,1513,5753.27,8704697.51,35
ART00133,MAG005,SUP071,LE001,PO1001331,07/15/2022,08/09/2022,171,23.08,3946.68,25
ART00472,MAG020,SUP043,LE003,PO7582435,02/02/2021,02/10/2021,1851,26.2,48496.2,8
ART00637,MAG010,SUP035,LE002,PO5966550,06/29/2021,07/11/2021,557,181.94,101340.58,12
ART00692,MAG008,SUP073,LE001,PO8436920,03/23/2023,03/30/2023,654,39.83,26048.82,7
ART00011,MAG010,SUP080,LE002,PO9368082,02/08/2023,03/29/2023,226,162.89,36813.14,49
ART00765,MAG008,SUP074,LE001,PO9127326,03/07/2023,04/21/2023,1800,39.22,70596,45
ART00713,MAG011,SUP062,LE002,PO9284397,01/06/2023,01/14/2023,1893,560.75,1061499.75,8
ART00877,MAG011,SUP040,LE002,PO8125656,03/25/2024,04/14/2024,114,113.14,12897.96,20
ART00038,MAG020,SUP052,LE003,PO4243336,09/19/2022,10/20/2022,518,1748.7,905826.6,31
ART00571,MAG009,SUP020,LE002,PO8877730,10/04/2022,10/10/2022,198,6.14,1215.72,6
ART00401,MAG013,SUP052,LE002,PO3292735,01/25/2022,02/09/2022,20,3870.14,77402.8,15
ART00197,MAG019,SUP018,LE003,PO2825467,12/30/2022,02/05/2023,311,21.95,6826.45,37
ART00434,MAG015,SUP032,LE002,PO4931391,01/19/2024,03/18/2024,795,32.76,26044.2,59
ART00105,MAG017,SUP018,LE003,PO4609825,09/08/2024,10/12/2024,1849,19.35,35778.15,34
ART00886,MAG012,SUP034,LE002,PO8603511,04/24/2024,05/28/2024,1868,70.27,131264.36,34
ART00487,MAG011,SUP049,LE002,PO1782532,09/07/2024,09/16/2024,1648,136.75,225364,9
ART00923,MAG020,SUP039,LE003,PO7709755,02/09/2023,03/17/2023,115,196.86,22638.9,36
ART00521,MAG001,SUP073,LE001,PO7604733,07/25/2022,08/10/2022,717,39.33,28199.61,16
ART00503,MAG005,SUP025,LE001,PO5338013,02/12/2022,04/11/2022,1427,122.63,174993.01,58
ART00708,MAG007,SUP063,LE001,PO2760670,05/06/2021,05/16/2021,1602,735.08,1177598.16,10
ART00071,MAG001,SUP031,LE001,PO6167029,10/16/2021,10/31/2021,1322,8.77,11593.94,15
ART00558,MAG004,SUP005,LE001,PO4064535,05/01/2023,06/18/2023,1027,616.15,632786.05,48
ART00612,MAG007,SUP052,LE001,PO3246005,09/27/2023,11/19/2023,757,224.27,169772.39,54
ART00271,MAG010,SUP064,LE002,PO5488605,03/03/2022,03/26/2022,922,555.75,512401.5,23
ART00734,MAG014,SUP023,LE002,PO7603303,09/17/2023,11/07/2023,1682,179.92,302625.44,51
ART00256,MAG020,SUP067,LE003,PO7090790,03/07/2021,04/15/2021,1566,146.6,229575.6,39
ART00386,MAG013,SUP079,LE002,PO8887373,10/15/2021,12/09/2021,1184,168.04,198959.36,55
ART00513,MAG002,SUP011,LE001,PO7669729,01/02/2021,01/22/2021,959,16.76,16072.84,20
ART00402,MAG008,SUP022,LE001,PO9493042,04/11/2021,05/10/2021,1604,1826.52,2929738.08,29
ART00002,MAG018,SUP064,LE003,PO1225543,09/02/2024,09/13/2024,1065,326.85,348095.25,11
ART00735,MAG013,SUP073,LE002,PO6876262,12/01/2024,,605,29.43,17805.15,
ART00576,MAG012,SUP058,LE002,PO1554375,02/07/2021,03/29/2021,137,85.51,11714.87,50
ART00980,MAG007,SUP031,LE001,PO8010480,12/27/2021,02/05/2022,1506,2.76,4156.56,40
ART00882,MAG002,SUP018,LE001,PO4554850,02/18/2021,04/11/2021,716,68.06,48730.96,51
ART00081,MAG015,SUP071,LE002,PO9187718,10/05/2024,11/08/2024,895,7609.63,6810618.85,34
ART00780,MAG011,SUP006,LE002,PO7074572,02/20/2021,03/29/2021,1518,73.88,112149.84,37
ART00687,MAG002,SUP042,LE001,PO2617512,01/13/2022,02/20/2022,807,6.14,4954.98,38
ART00543,MAG017,SUP059,LE003,PO5374785,04/11/2022,05/28/2022,1821,118.18,215205.78,47
ART00354,MAG010,SUP049,LE002,PO1526829,02/19/2022,03/30/2022,1478,208.4,308015.2,39
ART00940,MAG005,SUP069,LE001,PO6541320,06/16/2022,07/27/2022,1529,3787.81,5791561.49,41
ART00658,MAG014,SUP005,LE002,PO5714079,02/06/2023,04/04/2023,1034,170.14,175924.76,57
ART00999,MAG007,SUP019,LE001,PO7419962,01/29/2023,,570,1744.05,994108.5,
ART00886,MAG011,SUP039,LE002,PO2760364,06/24/2024,07/30/2024,994,68.81,68397.14,36
ART00576,MAG009,SUP061,LE002,PO5904351,08/03/2021,08/16/2021,1773,74.15,131467.95,13
ART00513,MAG007,SUP031,LE001,PO3351064,06/07/2024,07/23/2024,1071,13.25,14190.75,46
ART00182,MAG012,SUP014,LE002,PO3654548,12/08/2021,12/16/2021,1910,195.96,374283.6,8
ART00851,MAG001,SUP053,LE001,PO3410916,07/25/2022,09/12/2022,1093,22.59,24690.87,49
ART00584,MAG004,SUP046,LE001,PO6574395,12/31/2023,01/06/2024,2000,669.14,1338280,6
ART00305,MAG017,SUP012,LE003,PO2005680,03/05/2022,04/07/2022,514,656.97,337682.58,33
ART00365,MAG002,SUP005,LE001,PO4625779,01/08/2022,02/15/2022,600,3022.38,1813428,38
ART00629,MAG019,SUP003,LE003,PO8213541,05/30/2022,06/18/2022,374,7084.99,2649786.26,19
ART00864,MAG020,SUP061,LE003,PO4807946,02/11/2023,03/31/2023,187,18.61,3480.07,48
ART00175,MAG004,SUP033,LE001,PO8419360,12/01/2023,12/30/2023,1158,27.75,32134.5,29
ART00343,MAG018,SUP033,LE003,PO4379974,12/09/2021,01/17/2022,1319,11.59,15287.21,39
ART00630,MAG006,SUP004,LE001,PO2734899,07/07/2024,07/10/2024,424,63.38,26873.12,3
ART00709,MAG003,SUP012,LE001,PO9654530,07/21/2024,08/03/2024,1729,17.88,30914.52,13
ART00328,MAG004,SUP045,LE001,PO5498151,07/16/2022,08/08/2022,619,26.15,16186.85,23
ART00472,MAG008,SUP073,LE001,PO9941053,08/02/2023,08/28/2023,1965,27.21,53467.65,26
ART00711,MAG014,SUP016,LE002,PO6054895,04/14/2022,06/04/2022,5,8296.31,41481.55,51
ART00634,MAG008,SUP007,LE001,PO7466465,08/31/2023,09/26/2023,1805,5816.14,10498132.7,26
ART00607,MAG006,SUP003,LE001,PO5275601,04/06/2021,04/18/2021,64,140.1,8966.4,12
ART00440,MAG014,SUP072,LE002,PO8351552,04/23/2021,06/11/2021,40,1102.3,44092,49
ART00333,MAG017,SUP036,LE003,PO2510818,09/16/2023,09/23/2023,1339,341.27,456960.53,7
ART00828,MAG013,SUP068,LE002,PO7971132,03/31/2024,05/23/2024,805,314.89,253486.45,53
ART00636,MAG003,SUP071,LE001,PO7938152,12/24/2021,02/18/2022,75,5.26,394.5,56
ART00030,MAG007,SUP016,LE001,PO6276139,04/05/2024,04/13/2024,150,28.87,4330.5,8
ART00147,MAG002,SUP040,LE001,PO4503983,05/07/2024,06/11/2024,560,268.87,150567.2,35
ART00848,MAG003,SUP025,LE001,PO9905740,08/07/2022,,916,120.67,110533.72,
ART00800,MAG014,SUP011,LE002,PO1913028,10/28/2024,11/25/2024,641,31.32,20076.12,28
ART00440,MAG015,SUP019,LE002,PO7167626,01/21/2024,03/06/2024,683,896.37,612220.71,45
ART00107,MAG018,SUP057,LE003,PO3368874,07/01/2023,07/16/2023,232,114.82,26638.24,15
ART00737,MAG014,SUP002,LE002,PO3214586,09/29/2024,10/31/2024,1843,104.1,191856.3,32
ART00066,MAG017,SUP076,LE003,PO5018628,12/29/2022,01/26/2023,1272,47.67,60636.24,28
ART00647,MAG006,SUP040,LE001,PO6995492,08/24/2023,09/08/2023,1556,3245.94,5050682.64,15
ART00648,MAG016,SUP080,LE003,PO6304779,08/21/2023,09/11/2023,49,20.39,999.11,21
ART00317,MAG001,SUP044,LE001,PO7808830,12/18/2024,01/07/2025,1635,63.42,103691.7,20
ART00248,MAG012,SUP048,LE002,PO2677419,10/20/2024,11/09/2024,1234,10.28,12685.52,20
ART00487,MAG014,SUP020,LE002,PO8536891,06/09/2023,06/14/2023,1122,182.66,204944.52,5
ART00292,MAG018,SUP037,LE003,PO6369936,02/18/2021,03/07/2021,1624,26.63,43247.12,17
ART00681,MAG020,SUP010,LE003,PO4888753,07/13/2021,09/04/2021,633,18.82,11913.06,53
ART00380,MAG002,SUP025,LE001,PO8191318,01/12/2023,02/01/2023,1910,135.23,258289.3,20
ART00382,MAG006,SUP052,LE001,PO9230172,09/12/2024,10/27/2024,175,274.76,48083,45
ART00562,MAG015,SUP064,LE002,PO2538170,03/07/2024,04/23/2024,1429,586.11,837551.19,47
ART00560,MAG020,SUP050,LE003,PO3828523,09/23/2021,,561,125.22,70248.42,
ART00411,MAG008,SUP069,LE001,PO2079593,06/21/2023,07/25/2023,1297,439.02,569408.94,34
ART00159,MAG011,SUP006,LE002,PO7590893,03/09/2022,04/25/2022,1103,501.78,553463.34,47
ART00509,MAG008,SUP052,LE001,PO6818035,01/03/2022,03/03/2022,1822,206.7,376607.4,59
ART00151,MAG006,SUP065,LE001,PO1623468,02/13/2024,04/06/2024,730,265.25,193632.5,53
ART00860,MAG003,SUP076,LE001,PO2479246,10/01/2024,10/20/2024,610,17.43,10632.3,19
ART00868,MAG008,SUP066,LE001,PO1190337,01/03/2022,02/24/2022,168,1095.44,184033.92,52
ART00340,MAG019,SUP048,LE003,PO2434456,04/20/2021,06/02/2021,248,9.23,2289.04,43
ART00814,MAG018,SUP002,LE003,PO5899831,01/13/2022,02/02/2022,1375,2.43,3341.25,20
ART00751,MAG005,SUP040,LE001,PO5607908,06/05/2021,06/09/2021,1021,437.82,447014.22,4
ART00685,MAG018,SUP014,LE003,PO3196528,10/11/2024,10/14/2024,875,523.46,458027.5,3
ART00587,MAG018,SUP011,LE003,PO6072867,12/01/2021,01/02/2022,516,86.45,44608.2,32
ART00597,MAG012,SUP078,LE002,PO4487045,05/05/2024,05/31/2024,109,156.85,17096.65,26
ART00348,MAG011,SUP056,LE002,PO3289227,04/09/2022,,534,1498.07,799969.38,
ART00939,MAG016,SUP048,LE003,PO5477748,01/01/2022,02/21/2022,520,37.18,19333.6,51
ART00039,MAG001,SUP024,LE001,PO9185853,10/28/2023,11/17/2023,246,539.65,132753.9,21
ART00088,MAG002,SUP005,LE001,PO7552493,06/15/2021,07/14/2021,1493,52.01,77650.93,29
ART00642,MAG019,SUP064,LE003,PO5540761,11/11/2023,11/14/2023,956,265.22,253550.32,3
ART00592,MAG005,SUP037,LE001,PO5268547,09/08/2021,10/31/2021,1809,658.47,1191172.23,53
ART00968,MAG014,SUP019,LE002,PO5362290,04/17/2021,05/19/2021,408,2197.23,896469.84,32
ART00318,MAG009,SUP066,LE002,PO9298776,07/29/2024,08/08/2024,1769,2077.26,3674672.94,10
ART00431,MAG018,SUP071,LE003,PO5224365,05/29/2023,07/15/2023,1024,19.79,20264.96,47
ART00797,MAG008,SUP076,LE001,PO5398267,03/29/2023,05/20/2023,1652,8.02,13249.04,52
ART00648,MAG012,SUP042,LE002,PO4758989,05/06/2024,06/13/2024,1000,20.22,20220,38
ART00113,MAG018,SUP068,LE003,PO4223476,03/25/2022,,670,305.38,204604.6,
ART00826,MAG017,SUP023,LE003,PO1759087,10/18/2022,11/15/2022,1638,241.51,395593.38,28
ART00291,MAG007,SUP026,LE001,PO6082050,08/10/2021,08/26/2021,1038,105.8,109820.4,16
ART00412,MAG011,SUP023,LE002,PO8594829,06/18/2023,07/25/2023,852,50.68,43179.36,37
ART00048,MAG011,SUP073,LE002,PO3941426,12/30/2021,01/23/2022,381,16.5,6286.5,24
ART00639,MAG013,SUP072,LE002,PO2896552,12/10/2023,01/26/2024,1224,546.1,668426.4,47
ART00856,MAG018,SUP035,LE003,PO6274358,08/20/2024,09/30/2024,60,117.18,7030.8,41
ART00269,MAG008,SUP016,LE001,PO6707407,07/01/2021,08/09/2021,1544,4339.31,6699894.64,39
ART00673,MAG010,SUP035,LE002,PO9569472,07/14/2021,09/11/2021,1627,546.94,889871.38,59
ART00833,MAG010,SUP024,LE002,PO4558860,05/01/2023,05/22/2023,1220,253.01,308672.2,21
ART00788,MAG010,SUP054,LE002,PO5584988,09/26/2023,10/31/2023,62,217.51,13485.62,35
ART00297,MAG013,SUP016,LE002,PO7172171,11/25/2024,12/30/2024,1466,6137.66,8997809.56,35
ART00492,MAG012,SUP022,LE002,PO2673739,10/30/2024,,884,1058.25,935493,
ART00122,MAG001,SUP054,LE001,PO2738971,11/11/2021,12/13/2021,1694,122.69,207836.86,32
ART00407,MAG005,SUP010,LE001,PO6757587,09/22/2021,10/31/2021,909,399.06,362745.54,39
ART00037,MAG014,SUP010,LE002,PO7984065,02/28/2022,04/16/2022,1987,705.22,1401272.14,47
ART00535,MAG013,SUP066,LE002,PO8779399,09/19/2023,10/01/2023,693,489.03,338897.79,12
ART00412,MAG012,SUP044,LE002,PO1463596,11/25/2021,01/22/2022,1085,43.61,47316.85,58
ART00554,MAG017,SUP005,LE003,PO9710667,12/31/2021,02/12/2022,1383,554.91,767440.53,43
ART00489,MAG007,SUP004,LE001,PO9801668,06/24/2021,08/09/2021,1762,59.97,105667.14,46
ART00706,MAG002,SUP032,LE001,PO8442934,08/11/2024,09/06/2024,1133,45.97,52084.01,26
ART00782,MAG013,SUP028,LE002,PO7818591,08/11/2023,09/17/2023,54,5895.81,318373.74,37
ART00644,MAG018,SUP061,LE003,PO6141122,11/23/2022,12/14/2022,698,7.64,5332.72,21
ART00180,MAG013,SUP042,LE002,PO6753834,09/29/2023,10/10/2023,1150,8.21,9441.5,11
ART00385,MAG015,SUP002,LE002,PO1886904,07/18/2024,07/25/2024,404,1.01,408.04,7
ART00918,MAG016,SUP058,LE003,PO5036845,07/07/2024,,1479,74.95,110851.05,
ART00437,MAG015,SUP054,LE002,PO1690242,04/28/2021,06/11/2021,1140,273.73,312052.2,44
ART00647,MAG001,SUP047,LE001,PO9308835,09/16/2022,10/10/2022,770,2426.51,1868412.7,24
ART00097,MAG006,SUP030,LE001,PO2197209,05/31/2024,06/07/2024,519,1598.69,829720.11,7
ART00095,MAG011,SUP061,LE002,PO2648673,05/03/2022,06/28/2022,582,983.8,572571.6,56
ART00003,MAG002,SUP063,LE001,PO2672230,08/27/2021,09/28/2021,1852,5047,9347044,32
ART00091,MAG009,SUP048,LE002,PO9206000,06/06/2024,07/28/2024,177,70.78,12528.06,52
ART00076,MAG004,SUP014,LE001,PO2082858,06/24/2023,08/03/2023,152,298.52,45375.04,40
ART00597,MAG009,SUP078,LE002,PO1694702,01/13/2021,01/28/2021,1138,150.92,171746.96,15
ART00420,MAG020,SUP036,LE003,PO3365218,11/08/2021,12/23/2021,1715,262.73,450581.95,45
ART00972,MAG016,SUP070,LE003,PO3449853,12/29/2021,02/14/2022,658,1714.84,1128364.72,47
ART00282,MAG012,SUP069,LE002,PO4198235,02/14/2023,03/28/2023,583,3420.69,1994262.27,42
ART00792,MAG018,SUP005,LE003,PO1001266,02/24/2024,04/22/2024,1865,658.07,1227300.55,58
ART00918,MAG007,SUP032,LE001,PO9864782,11/12/2024,01/01/2025,1372,68.77,94352.44,50
ART00558,MAG019,SUP010,LE003,PO5366760,06/03/2021,06/24/2021,167,728.07,121587.69,21
ART00633,MAG018,SUP043,LE003,PO7027861,11/17/2023,11/20/2023,791,21.09,16682.19,3
ART00437,MAG008,SUP044,LE001,PO8518295,05/18/2023,,904,248.53,224671.12,
ART00142,MAG004,SUP010,LE001,PO1499956,03/31/2023,05/10/2023,373,625.54,233326.42,40
ART00580,MAG009,SUP061,LE002,PO6724065,11/21/2022,01/05/2023,365,1.81,660.65,45
ART00658,MAG020,SUP020,LE003,PO9333663,09/01/2023,10/14/2023,1653,165.43,273455.79,43
ART00139,MAG014,SUP018,LE002,PO3719707,05/14/2022,05/26/2022,421,10.43,4391.03,12
ART00219,MAG010,SUP048,LE002,PO9811750,01/10/2021,02/21/2021,1438,683.92,983476.96,42
