item_code,customer_id,legal_entity,so_number,order_date,delivery_date,quantity,unit_price,total_value,margin_pct
ART00441,CLI086,LE001,SO8092470,24/08/2023,28/08/2023,92,3822.78,351695.76,40.69
ART00107,CLI093,LE001,SO1279296,04/12/2024,19/12/2024,32,207.82,6650.24,42.12
ART00064,CLI033,LE001,SO8626920,07/12/2024,,131,13141.49,1721535.19,41.71
ART00771,CLI098,LE002,SO1172546,21/09/2023,29/10/2023,188,36.8,6918.4,42.45
ART00558,CLI023,LE002,SO4487694,20/11/2023,01/12/2023,18,1269.03,22842.54,48.37
ART00974,CLI062,LE001,SO9153829,26/04/2023,07/05/2023,319,306.04,97626.76,42.52
ART00318,CLI044,LE001,SO3574252,27/06/2024,02/08/2024,190,3459.29,657265.1,47.36
ART00741,CLI017,LE002,SO1893012,13/05/2021,24/06/2021,405,24.46,9906.3,34.46
ART00340,CLI046,LE002,SO6241203,15/03/2021,,99,12.92,1279.08,24.23
ART00090,CLI024,LE003,SO6829323,20/06/2024,08/07/2024,93,20.56,1912.08,38.23
ART00674,CLI049,LE003,SO3046629,12/05/2021,06/06/2021,412,129.06,53172.72,52.82
ART00582,CLI060,LE001,SO6399141,27/11/2024,18/12/2024,484,19.57,9471.88,40.01
ART00320,CLI037,LE003,SO5846835,12/10/2022,16/11/2022,273,37.12,10133.76,36.1
ART00982,CLI098,LE002,SO2067205,24/03/2023,,149,165.73,24693.77,41.64
ART00875,CLI001,LE002,SO1835394,06/12/2023,07/01/2024,292,2203.9,643538.8,18.53
ART00020,CLI013,LE001,SO5139741,26/11/2022,06/12/2022,298,2632.71,784547.58,24.04
ART00055,CLI002,LE003,SO4292903,24/01/2024,10/02/2024,166,444.79,73835.14,43.47
ART00808,CLI069,LE002,SO8455060,28/06/2022,05/07/2022,313,619.35,193856.55,33.1
ART00915,CLI093,LE001,SO6086331,14/11/2024,29/12/2024,394,15.77,6213.38,53.71
ART00511,CLI014,LE003,SO4518374,05/10/2023,12/10/2023,430,4340.89,1866582.7,46.42
ART00815,CLI084,LE002,SO5735821,08/12/2022,12/12/2022,3,311.07,933.21,54.06
ART00942,CLI034,LE003,SO8078073,25/03/2024,04/04/2024,102,13405.61,1367372.22,57.76
ART00014,CLI030,LE003,SO4137255,23/08/2024,02/09/2024,300,117.85,35355,43.07
ART00810,CLI099,LE002,SO8685006,12/01/2023,17/01/2023,466,38.33,17861.78,41.95
ART00166,CLI090,LE001,SO7220444,28/08/2022,05/10/2022,331,87,28797,41.89
ART00854,CLI013,LE001,SO1198831,02/12/2021,13/12/2021,113,775.95,87682.35,23.99
ART00045,CLI056,LE001,SO7951918,01/05/2022,07/05/2022,84,992.9,83403.6,23.64
ART00565,CLI023,LE002,SO9825277,27/07/2023,06/09/2023,339,3446.26,1168282.14,27.22
ART00910,CLI081,LE001,SO8344590,16/06/2024,15/07/2024,468,118.89,55640.52,28.43
ART00841,CLI093,LE001,SO4210462,22/10/2023,13/11/2023,217,157.57,34192.69,39.11
ART00588,CLI044,LE001,SO8511227,16/07/2024,03/08/2024,257,1990.87,511653.59,43.49
ART00677,CLI086,LE001,SO8163672,14/12/2023,21/01/2024,3,1558.43,4675.29,37.44
ART00727,CLI049,LE003,SO1482344,22/11/2021,23/12/2021,338,32.54,10998.52,20.16
ART00669,CLI054,LE002,SO8384699,03/01/2021,06/02/2021,17,2519.66,42834.22,28.95
ART00106,CLI097,LE001,SO1968826,05/06/2024,13/06/2024,264,388.76,102632.64,14.9
ART00036,CLI010,LE002,SO9500286,26/08/2021,08/10/2021,153,281.75,43107.75,39.71
ART00203,CLI060,LE001,SO8904222,05/12/2022,09/12/2022,194,7163.53,1389724.82,52.53
ART00372,CLI027,LE003,SO2746709,10/05/2022,22/06/2022,157,499.79,78467.03,12.72
ART00682,CLI022,LE003,SO3047687,10/11/2021,23/12/2021,166,19.34,3210.44,11.58
ART00135,CLI030,LE003,SO1132563,12/05/2024,04/06/2024,3,493.21,1479.63,26.5
ART00759,CLI040,LE003,SO2949935,16/03/2022,,109,7986.41,870518.69,36.47
ART00022,CLI041,LE001,SO4038950,22/04/2022,,196,211.33,41420.68,14.08
ART00163,CLI072,LE001,SO1741069,16/08/2024,14/09/2024,471,1251.66,589531.86,45.7
ART00800,CLI004,LE001,SO4373540,30/04/2024,07/05/2024,401,29.99,12025.99,8.34
ART00548,CLI026,LE002,SO1318427,29/03/2024,06/05/2024,67,128.5,8609.5,34.68
ART00009,CLI058,LE003,SO7387680,03/01/2024,,393,351.2,138021.6,40.46
ART00198,CLI008,LE001,SO5244753,13/03/2022,25/03/2022,428,436.39,186774.92,46.21
ART00718,CLI055,LE001,SO8553175,25/08/2023,27/09/2023,344,1328.15,456883.6,42.43
ART00934,CLI002,LE003,SO1623869,05/12/2024,22/12/2024,357,139.8,49908.6,40.54
ART00676,CLI016,LE003,SO8078101,26/01/2022,08/03/2022,309,366.94,113384.46,26.81
ART00851,CLI044,LE001,SO9201277,03/10/2023,29/10/2023,75,53.75,4031.25,48.07
ART00078,CLI075,LE001,SO6888675,06/07/2022,03/08/2022,252,6989.01,1761230.52,38.93
ART00965,CLI049,LE003,SO9093997,14/04/2022,23/04/2022,398,275.16,109513.68,46.5
ART00318,CLI067,LE003,SO8979795,02/04/2022,05/04/2022,42,2921.96,122722.32,37.68
ART00842,CLI034,LE003,SO8621359,05/12/2024,29/12/2024,8,431.28,3450.24,26.87
ART00839,CLI052,LE001,SO7619662,01/02/2024,01/03/2024,276,57.11,15762.36,33.08
ART00377,CLI041,LE001,SO7735067,15/07/2023,15/08/2023,2,7437.87,14875.74,45.84
ART00240,CLI029,LE003,SO6276987,10/04/2024,07/05/2024,369,8809.61,3250746.09,39.45
ART00244,CLI051,LE002,SO5998764,30/10/2023,18/11/2023,314,35.04,11002.56,5.82
ART00142,CLI094,LE003,SO4277135,02/05/2023,18/05/2023,429,1474.65,632624.85,51.49
ART00410,CLI042,LE003,SO3536392,02/04/2024,,84,55.51,4662.84,39.27
ART00870,CLI097,LE001,SO2197476,19/05/2024,06/06/2024,461,243.43,112221.23,5.21
ART00837,CLI023,LE002,SO4012210,27/06/2021,,455,250.53,113991.15,34.96
ART00872,CLI017,LE002,SO9059972,14/09/2022,17/10/2022,419,304.42,127551.98,42.2
ART00469,CLI068,LE001,SO8271784,02/12/2021,15/01/2022,428,513.19,219645.32,45.5
ART00269,CLI062,LE001,SO7170250,04/01/2024,20/01/2024,324,7760.01,2514243.24,50.3
ART00457,CLI093,LE001,SO7316073,05/07/2023,,175,698.22,122188.5,24.21
ART00088,CLI057,LE002,SO2140054,22/09/2023,15/10/2023,9,89.39,804.51,36.14
ART00359,CLI017,LE002,SO5274446,25/07/2023,19/08/2023,333,321.57,107082.81,38.41
ART00875,CLI030,LE003,SO4597818,26/06/2024,06/07/2024,373,2625.51,979315.23,31.61
ART00104,CLI074,LE002,SO1288399,09/09/2021,,269,1761.1,473735.9,45.72
ART00225,CLI088,LE001,SO8651684,23/10/2022,02/11/2022,97,5205.77,504959.69,20.74
ART00041,CLI003,LE003,SO3129590,24/06/2023,10/07/2023,272,102.52,27885.44,52.31
ART00977,CLI004,LE001,SO3314981,09/03/2023,16/03/2023,177,324.79,57487.83,17.49
ART00120,CLI066,LE001,SO7661893,24/12/2023,02/02/2024,363,26.34,9561.42,46.43
ART00397,CLI098,LE002,SO3353492,27/01/2023,,334,748.23,249908.82,36.26
ART00925,CLI019,LE002,SO6297523,09/09/2023,26/09/2023,239,12.69,3032.91,47.04
ART00824,CLI041,LE001,SO8678023,16/11/2021,19/11/2021,352,7.91,2784.32,27.18
ART00088,CLI042,LE003,SO2856374,16/05/2024,01/06/2024,118,92.5,10915,38.29
ART00928,CLI062,LE001,SO2798866,20/03/2024,27/03/2024,90,801.54,72138.6,45.29
ART00438,CLI056,LE001,SO7547265,15/12/2022,27/01/2023,431,174.6,75252.6,45.56
ART00067,CLI074,LE002,SO7619727,23/06/2021,29/07/2021,259,888.05,230004.95,50.22
ART00699,CLI040,LE003,SO6373817,03/07/2022,,194,508.6,98668.4,24.05
ART00863,CLI081,LE001,SO9483338,11/03/2022,11/04/2022,387,35.97,13920.39,17.88
ART00948,CLI005,LE001,SO6956449,05/08/2022,24/08/2022,281,782.83,219975.23,44.56
ART00844,CLI008,LE001,SO6575513,18/12/2022,04/01/2023,360,1299.25,467730,39.4
ART00234,CLI006,LE002,SO9732894,10/07/2021,24/07/2021,372,734.85,273364.2,48.26
ART00973,CLI089,LE003,SO5377550,06/11/2022,22/11/2022,466,325.21,151547.86,40.47
ART00374,CLI007,LE001,SO5464306,30/11/2021,01/12/2021,80,87.09,6967.2,35.63
ART00052,CLI030,LE003,SO7034004,31/05/2024,27/06/2024,407,214.99,87500.93,38.34
ART00501,CLI054,LE002,SO5435342,08/02/2023,18/03/2023,393,36.38,14297.34,22.13
ART00921,CLI046,LE002,SO3082031,14/02/2022,02/03/2022,356,308.67,109886.52,32.48
ART00424,CLI017,LE002,SO5803236,26/01/2023,10/03/2023,426,17.76,7565.76,43.3
ART00493,CLI058,LE003,SO5066830,08/06/2023,20/06/2023,304,92.88,28235.52,25.8
ART00005,CLI019,LE002,SO1721729,04/04/2023,02/05/2023,182,32.51,5916.82,14.92
ART00836,CLI018,LE003,SO8068442,29/09/2024,12/11/2024,255,1790.2,456501,35.46
ART00357,CLI100,LE001,SO2239646,01/04/2023,17/04/2023,423,10582.37,4476342.51,36.88
ART00701,CLI051,LE002,SO6698482,08/05/2023,22/06/2023,90,108.5,9765,8.77
ART00712,CLI074,LE002,SO7751117,07/08/2022,11/08/2022,472,332.25,156822,17.23
ART00692,CLI065,LE003,SO9433759,09/05/2021,06/06/2021,201,56.89,11434.89,38.43
ART00621,CLI065,LE003,SO4320915,27/03/2021,,170,2384.98,405446.6,38.73
ART00627,CLI028,LE002,SO2494227,07/10/2023,19/11/2023,318,40.6,12910.8,28.94
ART00408,CLI039,LE003,SO3506930,01/05/2021,10/06/2021,114,26.58,3030.12,28.93
ART00845,CLI013,LE001,SO4277258,30/05/2023,24/06/2023,285,1283.28,365734.8,54.65
ART00974,CLI002,LE003,SO4747410,07/12/2023,31/12/2023,477,255.51,121878.27,31.15
ART00425,CLI038,LE001,SO4703877,26/11/2024,02/12/2024,187,1252.79,234271.73,17.32
ART00434,CLI004,LE001,SO3931469,16/03/2023,01/04/2023,152,54.76,8323.52,44.59
ART00291,CLI032,LE003,SO5005909,05/05/2024,17/06/2024,287,178.64,51269.68,45.51
ART00455,CLI009,LE003,SO3537056,11/08/2024,16/09/2024,3,608.5,1825.5,43.15
ART00727,CLI077,LE003,SO6178298,31/05/2024,11/06/2024,296,41.47,12275.12,37.35
ART00181,CLI013,LE001,SO6801461,05/04/2024,30/04/2024,489,34.7,16968.3,28.16
ART00567,CLI037,LE003,SO3250159,10/06/2021,24/07/2021,5,391.14,1955.7,41.56
ART00009,CLI005,LE001,SO4835288,27/07/2021,12/08/2021,33,339.26,11195.58,38.37
ART00820,CLI020,LE003,SO2023043,29/04/2021,13/06/2021,415,48.49,20123.35,36.56
ART00488,CLI022,LE003,SO9589580,28/12/2021,30/01/2022,254,248.89,63218.06,29.36
ART00332,CLI032,LE003,SO7551203,18/06/2022,27/06/2022,53,225.21,11936.13,41
ART00011,CLI013,LE001,SO9714625,02/10/2022,31/10/2022,443,224.19,99316.17,32.63
ART00415,CLI005,LE001,SO5048148,19/04/2023,,404,388.3,156873.2,51.74
ART00489,CLI001,LE002,SO7584668,30/11/2024,06/01/2025,233,127.59,29728.47,50.19
ART00355,CLI039,LE003,SO2232238,01/04/2022,13/04/2022,30,3471.98,104159.4,30.34
ART00696,CLI042,LE003,SO6872864,18/05/2024,23/06/2024,326,23.13,7540.38,27.97
ART00717,CLI021,LE003,SO3692262,30/06/2022,17/07/2022,426,7985.38,3401771.88,50.86
ART00010,CLI066,LE001,SO8464912,11/01/2022,04/02/2022,153,557.77,85338.81,49.38
ART00911,CLI007,LE001,SO8267317,19/07/2022,22/07/2022,345,52.43,18088.35,14.88
ART00723,CLI040,LE003,SO5699351,18/01/2022,21/01/2022,174,542.69,94428.06,30.83
ART00839,CLI018,LE003,SO4068462,30/09/2024,,315,48.55,15293.25,21.28
ART00040,CLI082,LE003,SO8856657,12/11/2022,20/11/2022,165,2276.96,375698.4,23.72
ART00520,CLI028,LE002,SO7790547,14/03/2024,,210,36.3,7623,22.09
ART00059,CLI018,LE003,SO3314769,15/01/2024,08/02/2024,214,268.14,57381.96,28.77
ART00600,CLI039,LE003,SO3771275,06/06/2021,20/06/2021,64,73.59,4709.76,47.44
ART00826,CLI004,LE001,SO8952054,04/11/2023,22/11/2023,203,362.51,73589.53,31.95
ART00538,CLI065,LE003,SO4339678,27/08/2023,12/09/2023,37,4222.78,156242.86,28.47
ART00808,CLI055,LE001,SO5296525,30/11/2024,16/12/2024,485,490.44,237863.4,15.52
ART00447,CLI068,LE001,SO9135886,06/06/2021,20/06/2021,149,237.52,35390.48,27.79
ART00802,CLI091,LE002,SO4545175,10/05/2021,02/06/2021,33,30.46,1005.18,14.94
ART00029,CLI055,LE001,SO7065756,18/01/2022,13/02/2022,125,243.69,30461.25,17.19
ART00538,CLI099,LE002,SO8732482,25/09/2024,30/10/2024,36,4111.95,148030.2,26.55
ART00355,CLI038,LE001,SO3089423,11/01/2023,10/02/2023,256,3443.95,881651.2,29.77
ART00804,CLI024,LE003,SO7579536,21/01/2023,06/02/2023,216,632.08,136529.28,22.79
ART00461,CLI026,LE002,SO6251030,20/03/2023,22/04/2023,443,66.02,29246.86,47.61
ART00642,CLI080,LE001,SO5604911,12/01/2023,15/02/2023,119,567.52,67534.88,53.58
ART00924,CLI077,LE003,SO5178388,04/10/2024,18/10/2024,184,429.05,78945.2,53.86
ART00521,CLI057,LE002,SO9122936,08/12/2021,19/12/2021,393,41.42,16278.06,4.13
ART00267,CLI070,LE001,SO1476331,12/06/2023,16/07/2023,103,24.44,2517.32,39.69
ART00714,CLI046,LE002,SO2204557,15/12/2022,10/01/2023,116,72.96,8463.36,30.25
ART00615,CLI083,LE002,SO8160845,25/01/2021,19/02/2021,236,211.91,50010.76,47.02
ART00946,CLI068,LE001,SO4675036,04/03/2024,06/03/2024,84,55.84,4690.56,6.97
ART00138,CLI098,LE002,SO9332254,25/09/2023,14/10/2023,328,156.87,51453.36,35.45
ART01000,CLI057,LE002,SO3388597,20/11/2021,11/12/2021,422,8.7,3671.4,30
ART00402,CLI081,LE001,SO6507119,29/04/2022,11/06/2022,69,3072.47,212000.43,44.29
ART00474,CLI073,LE003,SO6321968,28/03/2024,18/04/2024,75,2502.23,187667.25,40.65
ART00631,CLI059,LE003,SO1319548,17/05/2024,30/05/2024,97,1445.07,140171.79,40.09
ART00559,CLI091,LE002,SO1677456,12/05/2023,16/06/2023,277,2.6,720.2,47.69
ART00319,CLI093,LE001,SO3979377,11/12/2024,06/01/2025,459,237.34,108939.06,38.09
ART00087,CLI088,LE001,SO1086866,12/12/2024,17/01/2025,144,137.37,19781.28,19.49
ART00460,CLI004,LE001,SO7357604,23/05/2023,01/06/2023,457,14.45,6603.65,27.34
ART00592,CLI048,LE001,SO7523637,11/07/2021,12/08/2021,489,1008.06,492941.34,30.25
ART00127,CLI082,LE003,SO1800921,12/09/2024,14/10/2024,288,284.38,81901.44,26
ART00753,CLI040,LE003,SO9445160,05/07/2021,14/07/2021,283,188.24,53271.92,30.34
ART00997,CLI028,LE002,SO9212841,29/06/2023,10/07/2023,168,118.57,19919.76,40.8
ART00639,CLI037,LE003,SO7071185,08/07/2021,10/07/2021,123,1232.29,151571.67,50.05
ART00865,CLI019,LE002,SO4860613,24/10/2022,14/11/2022,176,56.02,9859.52,45.07
ART00991,CLI007,LE001,SO2594596,11/05/2021,23/05/2021,161,446.75,71926.75,52.3
ART00530,CLI041,LE001,SO2347578,07/04/2021,21/05/2021,383,2331.25,892868.75,23.55
ART00693,CLI009,LE003,SO3743943,12/09/2024,,388,649.85,252141.8,47.06
ART00096,CLI003,LE003,SO5126505,26/11/2021,,167,63.8,10654.6,49.55
ART00832,CLI005,LE001,SO1785472,20/11/2021,13/12/2021,126,1162.3,146449.8,52.42
ART00296,CLI022,LE003,SO3016604,13/07/2021,29/07/2021,394,340.89,134310.66,55.48
ART00456,CLI056,LE001,SO7029571,09/07/2023,24/07/2023,429,3780.54,1621851.66,48.22
ART00005,CLI075,LE001,SO7192757,22/11/2022,26/12/2022,50,30.14,1507,8.23
ART00830,CLI046,LE002,SO7237960,04/05/2021,29/05/2021,348,7362.28,2562073.44,50.84
ART00766,CLI072,LE001,SO5989456,29/03/2024,28/04/2024,493,300.71,148250.03,35.97
ART00706,CLI034,LE003,SO8278675,22/11/2023,30/11/2023,299,91.72,27424.28,40.13
ART00301,CLI096,LE003,SO6333493,09/07/2022,05/08/2022,273,44.94,12268.62,49.29
ART00305,CLI097,LE001,SO7991712,14/03/2024,27/04/2024,214,777.1,166299.4,16.55
ART00459,CLI097,LE001,SO9808186,09/05/2024,13/05/2024,116,514.07,59632.12,9.9
ART00874,CLI094,LE003,SO3632591,06/03/2021,13/04/2021,37,747.37,27652.69,39.51
ART00897,CLI070,LE001,SO8154288,13/08/2023,30/08/2023,400,38.3,15320,30.7
ART00403,CLI004,LE001,SO9214772,19/05/2022,24/05/2022,26,385.21,10015.46,47.32
ART00137,CLI068,LE001,SO2375511,01/12/2021,,428,343.34,146949.52,28.09
ART00922,CLI023,LE002,SO5163342,16/12/2024,03/01/2025,53,24.28,1286.84,49.42
ART00731,CLI087,LE002,SO9817816,31/05/2024,19/06/2024,439,1324.21,581328.19,45.55
ART00581,CLI098,LE002,SO6664200,26/12/2024,18/01/2025,154,119.2,18356.8,6.54
ART00628,CLI046,LE002,SO5243307,14/12/2022,17/12/2022,160,23.2,3712,40.56
ART00774,CLI018,LE003,SO9849602,19/01/2024,20/01/2024,494,51.64,25510.16,42.02
ART00402,CLI056,LE001,SO4714217,24/02/2024,08/03/2024,378,2866.39,1083495.42,40.29
ART00891,CLI050,LE003,SO1155071,12/07/2021,20/08/2021,38,887.92,33740.96,45.15
ART00199,CLI035,LE003,SO5802814,28/05/2024,05/06/2024,207,4526.62,937010.34,55.25
ART00791,CLI039,LE003,SO6373253,21/11/2021,25/11/2021,15,655.5,9832.5,42.34
ART00351,CLI054,LE002,SO3792253,20/01/2022,01/02/2022,441,52.19,23015.79,41.16
ART00340,CLI068,LE001,SO9520628,20/10/2022,,481,13.69,6584.89,28.49
ART00719,CLI084,LE002,SO2961091,29/07/2022,08/09/2022,285,2228.34,635076.9,23.43
ART00679,CLI061,LE003,SO3438689,17/03/2022,11/04/2022,146,42.29,6174.34,31.85
ART00190,CLI014,LE003,SO4766796,08/07/2023,18/08/2023,421,1232.83,519021.43,45.35
ART00571,CLI077,LE003,SO9948223,20/11/2024,23/11/2024,377,8.8,3317.6,34.89
ART00237,CLI038,LE001,SO5791925,26/02/2021,,46,217.66,10012.36,45.14
ART00494,CLI052,LE001,SO8576192,20/08/2023,12/09/2023,183,289.91,53053.53,50.15
ART00542,CLI009,LE003,SO2780802,03/09/2021,29/09/2021,472,54.25,25606,40
ART00608,CLI072,LE001,SO4564528,05/12/2024,,297,203.42,60415.74,33.22
ART00089,CLI089,LE003,SO1315026,30/06/2022,01/08/2022,286,49.59,14182.74,46
ART00712,CLI048,LE001,SO3305159,15/11/2021,14/12/2021,160,294.98,47196.8,6.77
ART00494,CLI006,LE002,SO4314792,30/01/2022,13/03/2022,362,222.12,80407.44,34.94
ART00491,CLI084,LE002,SO5523869,20/08/2021,26/09/2021,155,82.93,12854.15,53.9
ART00486,CLI027,LE003,SO7155102,02/01/2022,06/01/2022,141,874.29,123274.89,29.81
ART00541,CLI030,LE003,SO3085146,15/10/2024,06/11/2024,320,2689.54,860652.8,29.53
ART00067,CLI027,LE003,SO1323455,03/06/2021,,123,690.28,84904.44,35.96
ART00464,CLI047,LE001,SO7337951,07/09/2024,27/09/2024,363,963.42,349721.46,31.76
ART00981,CLI074,LE002,SO5126254,11/03/2021,09/04/2021,336,53.24,17888.64,6.54
ART00702,CLI055,LE001,SO5863228,20/01/2023,11/02/2023,110,32.7,3597,29.66
ART00412,CLI087,LE002,SO9792028,07/08/2023,13/09/2023,157,81.13,12737.41,38.05
ART00440,CLI045,LE003,SO7518264,01/04/2023,28/04/2023,61,1530.86,93382.46,33.28
ART00511,CLI021,LE003,SO4278807,02/08/2021,07/08/2021,350,3660.66,1281231,36.47
ART00355,CLI059,LE003,SO7611685,02/11/2022,17/11/2022,489,3890.21,1902312.69,37.82
ART00250,CLI009,LE003,SO1815291,11/03/2023,13/04/2023,293,312.12,91451.16,54.44
ART00329,CLI012,LE001,SO8320208,19/03/2023,27/04/2023,198,474.35,93921.3,11.38
ART00062,CLI051,LE002,SO1873846,22/01/2023,,136,150.05,20406.8,49.12
ART00330,CLI079,LE001,SO3747759,02/11/2023,03/11/2023,302,63.94,19309.88,41.51
ART00254,CLI073,LE003,SO3595957,30/07/2023,28/08/2023,474,10867.71,5151294.54,31.61
ART00209,CLI033,LE001,SO4019466,11/08/2024,27/08/2024,67,908.78,60888.26,32.4
ART00807,CLI025,LE003,SO3054409,01/07/2024,03/07/2024,230,313.65,72139.5,21.09
ART00193,CLI066,LE001,SO7597324,21/08/2021,09/09/2021,115,252.76,29067.4,43.85
ART00030,CLI003,LE003,SO5490310,13/02/2022,23/02/2022,367,43.36,15913.12,39.51
ART00309,CLI067,LE003,SO5332268,27/01/2024,23/02/2024,269,4650.63,1251019.47,41.72
ART00305,CLI031,LE001,SO8162054,17/12/2023,14/01/2024,132,931.72,122987.04,30.4
ART00236,CLI038,LE001,SO8991337,20/05/2021,05/06/2021,458,265.47,121585.26,50.75
ART00038,CLI094,LE003,SO4629803,31/07/2022,09/08/2022,229,2494.59,571261.11,32.85
ART00287,CLI027,LE003,SO9011029,16/04/2021,23/04/2021,138,962.01,132757.38,26.68
ART00788,CLI095,LE001,SO1860355,20/12/2024,17/01/2025,425,363.49,154483.25,40.26
ART00868,CLI063,LE001,SO6904406,16/09/2023,17/09/2023,278,1766.22,491009.16,35.64
ART00158,CLI083,LE002,SO5623322,27/11/2023,15/12/2023,200,15.98,3196,33.67
ART00671,CLI093,LE001,SO9472981,08/05/2022,14/05/2022,479,290.92,139350.68,41.55
ART00596,CLI059,LE003,SO6686449,07/12/2024,16/12/2024,213,183.88,39166.44,21.13
ART00852,CLI036,LE002,SO3732890,25/03/2024,02/05/2024,203,525.53,106682.59,32.34
ART00519,CLI081,LE001,SO7675463,04/02/2023,,50,332.34,16617,31.44
ART00452,CLI069,LE002,SO7293914,23/09/2023,21/10/2023,181,7410.78,1341351.18,18.2
ART00542,CLI022,LE003,SO8893213,19/03/2022,17/04/2022,170,70.12,11920.4,53.58
ART00618,CLI008,LE001,SO7478545,23/12/2022,02/01/2023,78,2326.33,181453.74,53.28
ART00106,CLI032,LE003,SO8950280,02/12/2024,03/01/2025,75,540.41,40530.75,38.78
ART00823,CLI045,LE003,SO5023567,10/09/2024,21/09/2024,36,32.19,1158.84,35.76
ART00529,CLI080,LE001,SO7976664,16/06/2022,19/07/2022,340,446.26,151728.4,3.01
ART00156,CLI099,LE002,SO8774623,11/01/2023,19/02/2023,402,556.96,223897.92,30.34
ART00312,CLI031,LE001,SO2599214,21/07/2023,04/08/2023,409,455.99,186499.91,20.7
ART00395,CLI045,LE003,SO8068134,02/01/2024,04/02/2024,278,23.29,6474.62,56.55
ART00802,CLI007,LE001,SO2284203,10/06/2022,30/06/2022,148,30.74,4549.52,15.71
ART00488,CLI006,LE002,SO9606659,18/07/2021,01/09/2021,30,248.1,7443,29.14
ART00911,CLI094,LE003,SO9223282,02/12/2024,20/12/2024,17,63.99,1087.83,30.25
ART00114,CLI059,LE003,SO1973709,09/12/2023,11/12/2023,234,104.55,24464.7,43.15
ART00961,CLI012,LE001,SO2733833,24/10/2022,20/11/2022,130,75.23,9779.9,45.67
ART00500,CLI085,LE003,SO2871443,30/09/2021,12/10/2021,258,304,78432,30.89
ART00784,CLI057,LE002,SO2672335,28/01/2021,,499,11.36,5668.64,3.96
ART00925,CLI013,LE001,SO4705294,01/02/2022,08/03/2022,261,13.11,3421.71,48.74
ART00418,CLI015,LE001,SO9604752,13/03/2024,19/03/2024,105,825.07,86632.35,36.25
ART00166,CLI027,LE003,SO9212131,24/09/2021,28/10/2021,348,91.95,31998.6,45.01
ART00670,CLI024,LE003,SO3662994,03/11/2022,26/11/2022,131,1889.79,247562.49,34.08
ART00166,CLI075,LE001,SO2853458,17/12/2021,14/01/2022,487,76.64,37323.68,34.03
ART00291,CLI022,LE003,SO2627845,10/06/2021,14/07/2021,91,161.69,14713.79,39.8
ART00121,CLI079,LE001,SO5152213,23/10/2023,31/10/2023,463,147.36,68227.68,45.78
ART00976,CLI066,LE001,SO1076169,23/12/2024,13/01/2025,367,53.15,19506.05,40.73
ART00441,CLI052,LE001,SO2968055,05/04/2024,12/05/2024,232,4016.36,931795.52,43.55
ART00828,CLI069,LE002,SO5672011,29/12/2024,03/02/2025,219,727.4,159300.6,48.57
ART00853,CLI081,LE001,SO4618072,09/07/2023,20/07/2023,460,42.47,19536.2,46.53
ART00254,CLI073,LE003,SO9499561,16/01/2023,,437,10452.4,4567698.8,28.9
ART00723,CLI056,LE001,SO6959834,17/09/2023,20/09/2023,460,509,234140,26.26
ART00307,CLI014,LE003,SO2903784,26/11/2023,08/12/2023,67,152.96,10248.32,29.89
ART00842,CLI088,LE001,SO9260690,31/07/2023,29/08/2023,353,451.48,159372.44,30.14
ART00464,CLI009,LE003,SO5088211,23/05/2021,06/06/2021,122,1266.73,154541.06,48.1
ART00612,CLI060,LE001,SO9541675,24/07/2024,02/08/2024,398,370.07,147287.86,39.1
ART00471,CLI038,LE001,SO2474574,24/01/2023,25/02/2023,140,607.07,84989.8,33.03
ART00219,CLI065,LE003,SO7394967,17/03/2023,07/04/2023,24,1140.92,27382.08,31.73
ART00874,CLI071,LE002,SO1239659,09/12/2024,26/12/2024,24,700.07,16801.68,35.42
ART00508,CLI068,LE001,SO7712152,07/02/2024,05/03/2024,208,128.66,26761.28,22.14
ART00780,CLI022,LE003,SO9326927,02/03/2022,,219,113.42,24838.98,41.17
ART00035,CLI028,LE002,SO5368626,28/11/2024,27/12/2024,371,348.99,129475.29,26.2
ART00864,CLI055,LE001,SO4087322,03/10/2021,01/11/2021,201,42.34,8510.34,46.69
ART00585,CLI093,LE001,SO2743476,18/04/2024,22/04/2024,466,6151.27,2866491.82,19.51
ART00376,CLI029,LE003,SO1001572,26/09/2024,27/09/2024,150,47.42,7113,45.23
ART00502,CLI099,LE002,SO3089185,04/02/2023,16/02/2023,31,639.57,19826.67,56.15
ART00131,CLI029,LE003,SO1821965,28/09/2023,,376,24.01,9027.76,44.15
ART00123,CLI044,LE001,SO7560306,05/10/2024,15/11/2024,275,14.6,4015,18.77
ART00155,CLI079,LE001,SO9061529,12/09/2022,20/10/2022,244,45.96,11214.24,18.04
ART00193,CLI076,LE001,SO4164718,23/06/2022,30/06/2022,162,235.02,38073.24,39.61
ART00614,CLI021,LE003,SO7729898,19/04/2022,03/05/2022,231,44.12,10191.72,36.9
ART00597,CLI036,LE002,SO6005148,27/12/2024,22/01/2025,285,240.53,68551.05,36.39
ART00023,CLI049,LE003,SO7345858,10/11/2021,30/11/2021,439,1231,540409,52.33
ART00017,CLI021,LE003,SO6313848,26/11/2021,29/12/2021,279,43.34,12091.86,31.33
ART00104,CLI069,LE002,SO1896661,12/06/2021,,475,1589.27,754903.25,39.85
ART00792,CLI027,LE003,SO3412697,25/10/2021,12/11/2021,353,1215.16,428951.48,38.82
